hanzi,translation,pinyin,location,audio
大大,Greatly,dàdà,audios/dàdà.mp3,[sound:dàdà.mp3]
大多数,most,dàduōshù,audios/dàduōshù.mp3,[sound:dàduōshù.mp3]
大海,The sea,dàhǎi,audios/dàhǎi.mp3,[sound:dàhǎi.mp3]
大量,A lot,dàliàng,audios/dàliàng.mp3,[sound:dàliàng.mp3]
大门,door,dàmén,audios/dàmén.mp3,[sound:dàmén.mp3]
大人,grown ups,dàrén,audios/dàrén.mp3,[sound:dàrén.mp3]
大声,Loudly,dàshēng,audios/dàshēng.mp3,[sound:dàshēng.mp3]
大小,size,dàxiǎo,audios/dàxiǎo.mp3,[sound:dàxiǎo.mp3]
大衣,Overcoat,dàyī,audios/dàyī.mp3,[sound:dàyī.mp3]
大自然,nature,dàzìrán,audios/dàzìrán.mp3,[sound:dàzìrán.mp3]
带来,bring,dàilái,audios/dàilái.mp3,[sound:dàilái.mp3]
但,but,dàn,audios/dàn.mp3,[sound:dàn.mp3]
蛋,egg,dàn,audios/dàn.mp3,[sound:dàn.mp3]
倒,inverted,dào,audios/dào.mp3,[sound:dào.mp3]
倒,inverted,dào,audios/dào.mp3,[sound:dào.mp3]
道,Tao,dào,audios/dào.mp3,[sound:dào.mp3]
道路,the way,dàolù,audios/dàolù.mp3,[sound:dàolù.mp3]
得出,inferred,déchū,audios/déchū.mp3,[sound:déchū.mp3]
的话,if,dehuà,audios/dehuà.mp3,[sound:dehuà.mp3]
等到,wait until,děngdào,audios/děngdào.mp3,[sound:děngdào.mp3]
低,low,dī,audios/dī.mp3,[sound:dī.mp3]
地铁站,subway station,dìtiězhàn,audios/dìtiězhàn.mp3,[sound:dìtiězhàn.mp3]
点头,nod,diǎntóu,audios/diǎntóu.mp3,[sound:diǎntóu.mp3]
店,shop,diàn,audios/diàn.mp3,[sound:diàn.mp3]
东北,northeast,dōngběi,audios/dōngběi.mp3,[sound:dōngběi.mp3]
东方,East,dōngfāng,audios/dōngfāng.mp3,[sound:dōngfāng.mp3]
东南,southeast,dōngnán,audios/dōngnán.mp3,[sound:dōngnán.mp3]
冬天,winter,dōngtiān,audios/dōngtiān.mp3,[sound:dōngtiān.mp3]
懂得,know,dǒngde,audios/dǒngde.mp3,[sound:dǒngde.mp3]
动物园,zoo,dòngwùyuán,audios/dòngwùyuán.mp3,[sound:dòngwùyuán.mp3]
读音,pronunciation,dúyīn,audios/dúyīn.mp3,[sound:dúyīn.mp3]
度,degree,dù,audios/dù.mp3,[sound:dù.mp3]
短信,SMS,duǎnxìn,audios/duǎnxìn.mp3,[sound:duǎnxìn.mp3]
队,team,duì,audios/duì.mp3,[sound:duì.mp3]
队长,team leader,duìzhǎng,audios/duìzhǎng.mp3,[sound:duìzhǎng.mp3]
多久,how long,duōjiǔ,audios/duōjiǔ.mp3,[sound:duōjiǔ.mp3]
多数,most,duōshù,audios/duōshù.mp3,[sound:duōshù.mp3]
多云,partly cloudy,duōyún,audios/duōyún.mp3,[sound:duōyún.mp3]
发,hair,fā,audios/fā.mp3,[sound:fā.mp3]
饭馆,restaurant,fànguǎn,audios/fànguǎn.mp3,[sound:fànguǎn.mp3]
方便面,Instant noodles,fāngbiànmiàn,audios/fāngbiànmiàn.mp3,[sound:fāngbiànmiàn.mp3]
放下,lay down,fàngxià,audios/fàngxià.mp3,[sound:fàngxià.mp3]
分开,separate,fēnkāi,audios/fēnkāi.mp3,[sound:fēnkāi.mp3]
分数,fraction,fēnshù,audios/fēnshù.mp3,[sound:fēnshù.mp3]
封,seal,fēng,audios/fēng.mp3,[sound:fēng.mp3]
服务,service,fúwù,audios/fúwù.mp3,[sound:fúwù.mp3]
该,The,gāi,audios/gāi.mp3,[sound:gāi.mp3]
改,change,gǎi,audios/gǎi.mp3,[sound:gǎi.mp3]
感到,feel,gǎndào,audios/gǎndào.mp3,[sound:gǎndào.mp3]
刚,just,gāng,audios/gāng.mp3,[sound:gāng.mp3]
刚刚,just,gānggāng,audios/gānggāng.mp3,[sound:gānggāng.mp3]
高级,advanced,gāojí,audios/gāojí.mp3,[sound:gāojí.mp3]
高中,High school,gāozhōng,audios/gāozhōng.mp3,[sound:gāozhōng.mp3]
个子,Tall,gèzi,audios/gèzi.mp3,[sound:gèzi.mp3]
更,more,gèng,audios/gèng.mp3,[sound:gèng.mp3]
公交车,bus,gōngjiāochē,audios/gōngjiāochē.mp3,[sound:gōngjiāochē.mp3]
公斤,kg,gōngjīn,audios/gōngjīn.mp3,[sound:gōngjīn.mp3]
公路,highway,gōnglù,audios/gōnglù.mp3,[sound:gōnglù.mp3]
故事,story,gùshì,audios/gùshì.mp3,[sound:gùshì.mp3]
关机,Shut down,guānjī,audios/guānjī.mp3,[sound:guānjī.mp3]
过来,come,guòlái,audios/guòlái.mp3,[sound:guòlái.mp3]
过年,New Year,guònián,audios/guònián.mp3,[sound:guònián.mp3]
海,sea,hǎi,audios/hǎi.mp3,[sound:hǎi.mp3]
海边,seaside,hǎibiān,audios/hǎibiān.mp3,[sound:hǎibiān.mp3]
好多,many,hǎoduō,audios/hǎoduō.mp3,[sound:hǎoduō.mp3]
好久,Long time,hǎojiǔ,audios/hǎojiǔ.mp3,[sound:hǎojiǔ.mp3]
好人,Nice guy,hǎorén,audios/hǎorén.mp3,[sound:hǎorén.mp3]
好事,Good thing,hǎoshì,audios/hǎoshì.mp3,[sound:hǎoshì.mp3]
河,River,hé,audios/hé.mp3,[sound:hé.mp3]
黑色,black,hēisè,audios/hēisè.mp3,[sound:hēisè.mp3]
红色,red,hóngsè,audios/hóngsè.mp3,[sound:hóngsè.mp3]
后来,later,hòulái,audios/hòulái.mp3,[sound:hòulái.mp3]
忽然,suddenly,hūrán,audios/hūrán.mp3,[sound:hūrán.mp3]
湖,lake,hú,audios/hú.mp3,[sound:hú.mp3]
花园,garden,huāyuán,audios/huāyuán.mp3,[sound:huāyuán.mp3]
画家,painter,huàjiā,audios/huàjiā.mp3,[sound:huàjiā.mp3]
画儿,Painting,huàér,audios/huàér.mp3,[sound:huàér.mp3]
坏处,harm,huàichù,audios/huàichù.mp3,[sound:huàichù.mp3]
坏人,Bad guy,huàirén,audios/huàirén.mp3,[sound:huàirén.mp3]
欢迎,welcome,huānyíng,audios/huānyíng.mp3,[sound:huānyíng.mp3]
黄,yellow,huáng,audios/huáng.mp3,[sound:huáng.mp3]
黄色,yellow,huángsè,audios/huángsè.mp3,[sound:huángsè.mp3]
回国,Return home,huíguó,audios/huíguó.mp3,[sound:huíguó.mp3]
或,or,huò,audios/huò.mp3,[sound:huò.mp3]
鸡,chicken,jī,audios/jī.mp3,[sound:jī.mp3]
级,level,jí,audios/jí.mp3,[sound:jí.mp3]
急,anxious,jí,audios/jí.mp3,[sound:jí.mp3]
计算机,computer,jìsuànjī,audios/jìsuànjī.mp3,[sound:jìsuànjī.mp3]
加,plus,jiā,audios/jiā.mp3,[sound:jiā.mp3]
加油,Come on,jiāyóu,audios/jiāyóu.mp3,[sound:jiāyóu.mp3]
家长,Parent,jiāzhǎng,audios/jiāzhǎng.mp3,[sound:jiāzhǎng.mp3]
假期,Holiday,jiàqī,audios/jiàqī.mp3,[sound:jiàqī.mp3]
见到,See,jiàndào,audios/jiàndào.mp3,[sound:jiàndào.mp3]
见过,Have seen,jiànguò,audios/jiànguò.mp3,[sound:jiànguò.mp3]
讲话,Speak,jiǎnghuà,audios/jiǎnghuà.mp3,[sound:jiǎnghuà.mp3]
交给,Hand over,jiāogěi,audios/jiāogěi.mp3,[sound:jiāogěi.mp3]
交朋友,make friends,jiāopéngyǒu,audios/jiāopéngyǒu.mp3,[sound:jiāopéngyǒu.mp3]
叫作,Called,jiàozuò,audios/jiàozuò.mp3,[sound:jiàozuò.mp3]
教师,teacher,jiàoshī,audios/jiàoshī.mp3,[sound:jiàoshī.mp3]
教学,teaching,jiàoxué,audios/jiàoxué.mp3,[sound:jiàoxué.mp3]
接到,Received,jiēdào,audios/jiēdào.mp3,[sound:jiēdào.mp3]
接下来,Next,jiēxiàlái,audios/jiēxiàlái.mp3,[sound:jiēxiàlái.mp3]
接着,then,jiēzhe,audios/jiēzhe.mp3,[sound:jiēzhe.mp3]
街,street,jiē,audios/jiē.mp3,[sound:jiē.mp3]
节,Section,jié,audios/jié.mp3,[sound:jié.mp3]
结果,result,jiéguǒ,audios/jiéguǒ.mp3,[sound:jiéguǒ.mp3]
斤,jin,jīn,audios/jīn.mp3,[sound:jīn.mp3]
今后,from now on,jīnhòu,audios/jīnhòu.mp3,[sound:jīnhòu.mp3]
进入,enter,jìnrù,audios/jìnrù.mp3,[sound:jìnrù.mp3]
近,near,jìn,audios/jìn.mp3,[sound:jìn.mp3]
酒,liqueur,jiǔ,audios/jiǔ.mp3,[sound:jiǔ.mp3]
酒店,Hotel,jiǔdiàn,audios/jiǔdiàn.mp3,[sound:jiǔdiàn.mp3]
就要,Will,jiùyào,audios/jiùyào.mp3,[sound:jiùyào.mp3]
举,Lift,jǔ,audios/jǔ.mp3,[sound:jǔ.mp3]
举手,Raise hand,jǔshǒu,audios/jǔshǒu.mp3,[sound:jǔshǒu.mp3]
举行,Hold,jǔxíng,audios/jǔxíng.mp3,[sound:jǔxíng.mp3]
句,sentence,jù,audios/jù.mp3,[sound:jù.mp3]
卡,card,kǎ,audios/kǎ.mp3,[sound:kǎ.mp3]
开机,Boot up,kāijī,audios/kāijī.mp3,[sound:kāijī.mp3]
开心,Happy,kāixīn,audios/kāixīn.mp3,[sound:kāixīn.mp3]
开学,Start of school,kāixué,audios/kāixué.mp3,[sound:kāixué.mp3]
考生,Candidate,kǎoshēng,audios/kǎoshēng.mp3,[sound:kǎoshēng.mp3]
靠,by,kào,audios/kào.mp3,[sound:kào.mp3]
科,Branch,kē,audios/kē.mp3,[sound:kē.mp3]
课堂,classroom,kètáng,audios/kètáng.mp3,[sound:kètáng.mp3]
快餐,fast food,kuàicān,audios/kuàicān.mp3,[sound:kuàicān.mp3]
快点儿,Hurry up,kuàidiǎnér,audios/kuàidiǎnér.mp3,[sound:kuàidiǎnér.mp3]
快要,About to,kuàiyào,audios/kuàiyào.mp3,[sound:kuàiyào.mp3]
来自,From,láizì,audios/láizì.mp3,[sound:láizì.mp3]
蓝色,blue,lánsè,audios/lánsè.mp3,[sound:lánsè.mp3]
篮球,basketball,lánqiú,audios/lánqiú.mp3,[sound:lánqiú.mp3]
老年,elderly,lǎonián,audios/lǎonián.mp3,[sound:lǎonián.mp3]
老朋友,Old friend,lǎopéngyǒu,audios/lǎopéngyǒu.mp3,[sound:lǎopéngyǒu.mp3]
老是,always,lǎoshì,audios/lǎoshì.mp3,[sound:lǎoshì.mp3]
里头,Inside,lǐtou,audios/lǐtou.mp3,[sound:lǐtou.mp3]
例子,example,lìzi,audios/lìzi.mp3,[sound:lìzi.mp3]
练,practice,liàn,audios/liàn.mp3,[sound:liàn.mp3]
凉,cool,liáng,audios/liáng.mp3,[sound:liáng.mp3]
亮,bright,liàng,audios/liàng.mp3,[sound:liàng.mp3]
零下,below zero,língxià,audios/língxià.mp3,[sound:língxià.mp3]
留下,Stay,liúxià,audios/liúxià.mp3,[sound:liúxià.mp3]
留学生,International students,liúxuéshēng,audios/liúxuéshēng.mp3,[sound:liúxuéshēng.mp3]
流,flow,liú,audios/liú.mp3,[sound:liú.mp3]
路边,roadside,lùbiān,audios/lùbiān.mp3,[sound:lùbiān.mp3]
旅客,Traveler,lǚkè,audios/lǚkè.mp3,[sound:lǚkè.mp3]
旅行,travel,lǚxíng,audios/lǚxíng.mp3,[sound:lǚxíng.mp3]
绿色,green,lǜsè,audios/lǜsè.mp3,[sound:lǜsè.mp3]
面¹,Noodle¹,miàn¹,audios/miàn¹.mp3,[sound:miàn¹.mp3]
面²,Noodles²,miàn²,audios/miàn².mp3,[sound:miàn².mp3]
面前,before,miànqián,audios/miànqián.mp3,[sound:miànqián.mp3]
名,name,míng,audios/míng.mp3,[sound:míng.mp3]
名称,name,míngchēng,audios/míngchēng.mp3,[sound:míngchēng.mp3]
名单,List,míngdān,audios/míngdān.mp3,[sound:míngdān.mp3]
拿出,Take out,náchū,audios/náchū.mp3,[sound:náchū.mp3]
拿到,Get,nádào,audios/nádào.mp3,[sound:nádào.mp3]
那会儿,At that moment,nàhuìer,audios/nàhuìer.mp3,[sound:nàhuìer.mp3]
那么,Then,nàme,audios/nàme.mp3,[sound:nàme.mp3]
那时候,At that time,nàshíhòu,audios/nàshíhòu.mp3,[sound:nàshíhòu.mp3]
那样,That way,nàyàng,audios/nàyàng.mp3,[sound:nàyàng.mp3]
南方,south,nánfāng,audios/nánfāng.mp3,[sound:nánfāng.mp3]
难看,Ugly,nánkàn,audios/nánkàn.mp3,[sound:nánkàn.mp3]
难题,problem,nántí,audios/nántí.mp3,[sound:nántí.mp3]
难听,Ugly,nántīng,audios/nántīng.mp3,[sound:nántīng.mp3]
能够,were able,nénggòu,audios/nénggòu.mp3,[sound:nénggòu.mp3]
爬,climb,pá,audios/pá.mp3,[sound:pá.mp3]
怕,afraid,pà,audios/pà.mp3,[sound:pà.mp3]
排,row,pái,audios/pái.mp3,[sound:pái.mp3]
排队,queue,páiduì,audios/páiduì.mp3,[sound:páiduì.mp3]
排球,volleyball,páiqiú,audios/páiqiú.mp3,[sound:páiqiú.mp3]
碰,bump,pèng,audios/pèng.mp3,[sound:pèng.mp3]
碰到,bump into,pèngdào,audios/pèngdào.mp3,[sound:pèngdào.mp3]
碰见,meet,pèngjiàn,audios/pèngjiàn.mp3,[sound:pèngjiàn.mp3]
平安,Safe,píngān,audios/píngān.mp3,[sound:píngān.mp3]
瓶,bottle,píng,audios/píng.mp3,[sound:píng.mp3]
瓶子,bottle,píngzi,audios/píngzi.mp3,[sound:píngzi.mp3]
普通,ordinary,pǔtōng,audios/pǔtōng.mp3,[sound:pǔtōng.mp3]
普通话,Mandarin,pǔtōnghuà,audios/pǔtōnghuà.mp3,[sound:pǔtōnghuà.mp3]
骑车,Cycling,qíchē,audios/qíchē.mp3,[sound:qíchē.mp3]
起飞,take off,qǐfēi,audios/qǐfēi.mp3,[sound:qǐfēi.mp3]
气,gas,qì,audios/qì.mp3,[sound:qì.mp3]
气温,Temperature,qìwēn,audios/qìwēn.mp3,[sound:qìwēn.mp3]
千克,kilogram,qiānkè,audios/qiānkè.mp3,[sound:qiānkè.mp3]
前年,The year before last,qiánnián,audios/qiánnián.mp3,[sound:qiánnián.mp3]
墙,wall,qiáng,audios/qiáng.mp3,[sound:qiáng.mp3]
青年,youth,qīngnián,audios/qīngnián.mp3,[sound:qīngnián.mp3]
晴天,sunny day,qíngtiān,audios/qíngtiān.mp3,[sound:qíngtiān.mp3]
请客,dinner,qǐngkè,audios/qǐngkè.mp3,[sound:qǐngkè.mp3]
秋天,fall,qiūtiān,audios/qiūtiān.mp3,[sound:qiūtiān.mp3]
求,begging,qiú,audios/qiú.mp3,[sound:qiú.mp3]
球场,court,qiúchǎng,audios/qiúchǎng.mp3,[sound:qiúchǎng.mp3]
球队,team,qiúduì,audios/qiúduì.mp3,[sound:qiúduì.mp3]
球鞋,sneakers,qiúxié,audios/qiúxié.mp3,[sound:qiúxié.mp3]
取得,Get,qǔde,audios/qǔde.mp3,[sound:qǔde.mp3]
全,all,quán,audios/quán.mp3,[sound:quán.mp3]
全国,Nationwide,quánguó,audios/quánguó.mp3,[sound:quánguó.mp3]
全家,Whole family,quánjiā,audios/quánjiā.mp3,[sound:quánjiā.mp3]
全年,annual,quánnián,audios/quánnián.mp3,[sound:quánnián.mp3]
全身,whole body,quánshēn,audios/quánshēn.mp3,[sound:quánshēn.mp3]
全体,All,quántǐ,audios/quántǐ.mp3,[sound:quántǐ.mp3]
人们,people,rénmen,audios/rénmen.mp3,[sound:rénmen.mp3]
人数,Number of people,rénshù,audios/rénshù.mp3,[sound:rénshù.mp3]
日报,daily,rìbào,audios/rìbào.mp3,[sound:rìbào.mp3]
日子,day,rìzi,audios/rìzi.mp3,[sound:rìzi.mp3]
商人,businessman,shāngrén,audios/shāngrén.mp3,[sound:shāngrén.mp3]
上周,Last week,shàngzhōu,audios/shàngzhōu.mp3,[sound:shàngzhōu.mp3]
少数,few,shǎoshù,audios/shǎoshù.mp3,[sound:shǎoshù.mp3]
少年,juvenile,shàonián,audios/shàonián.mp3,[sound:shàonián.mp3]
身边,By your side,shēnbiān,audios/shēnbiān.mp3,[sound:shēnbiān.mp3]
什么样,What kind,shénmeyàng,audios/shénmeyàng.mp3,[sound:shénmeyàng.mp3]
生,Give birth,shēng,audios/shēng.mp3,[sound:shēng.mp3]
生词,New words,shēngcí,audios/shēngcí.mp3,[sound:shēngcí.mp3]
市,city,shì,audios/shì.mp3,[sound:shì.mp3]
市长,mayor,shìzhǎng,audios/shìzhǎng.mp3,[sound:shìzhǎng.mp3]
事情,thing,shìqíng,audios/shìqíng.mp3,[sound:shìqíng.mp3]
收到,Roger that,shōudào,audios/shōudào.mp3,[sound:shōudào.mp3]
受到,Suffer,shòudào,audios/shòudào.mp3,[sound:shòudào.mp3]
熟,Cooked,shú,audios/shú.mp3,[sound:shú.mp3]
数,number,shù,audios/shù.mp3,[sound:shù.mp3]
送到,Sent to,sòngdào,audios/sòngdào.mp3,[sound:sòngdào.mp3]
送给,Give to,sònggěi,audios/sònggěi.mp3,[sound:sònggěi.mp3]
算,Calculate,suàn,audios/suàn.mp3,[sound:suàn.mp3]
虽然,although,suīrán,audios/suīrán.mp3,[sound:suīrán.mp3]
它们,they,tāmen,audios/tāmen.mp3,[sound:tāmen.mp3]
提,mention,tí,audios/tí.mp3,[sound:tí.mp3]
提出,put forward,tíchū,audios/tíchū.mp3,[sound:tíchū.mp3]
提到,Mentioned,tídào,audios/tídào.mp3,[sound:tídào.mp3]
体育场,stadium,tǐyùchǎng,audios/tǐyùchǎng.mp3,[sound:tǐyùchǎng.mp3]
体育馆,stadium,tǐyùguǎn,audios/tǐyùguǎn.mp3,[sound:tǐyùguǎn.mp3]
天上,Heaven,tiānshàng,audios/tiānshàng.mp3,[sound:tiānshàng.mp3]
听讲,Listen,tīngjiǎng,audios/tīngjiǎng.mp3,[sound:tīngjiǎng.mp3]
听说,It is said that,tīngshuō,audios/tīngshuō.mp3,[sound:tīngshuō.mp3]
停,stop,tíng,audios/tíng.mp3,[sound:tíng.mp3]
停车,parking,tíngchē,audios/tíngchē.mp3,[sound:tíngchē.mp3]
停车场,parking lot,tíngchēchǎng,audios/tíngchēchǎng.mp3,[sound:tíngchēchǎng.mp3]
挺好,very good,tǐnghǎo,audios/tǐnghǎo.mp3,[sound:tǐnghǎo.mp3]
通,through,tōng,audios/tōng.mp3,[sound:tōng.mp3]
同时,in the meantime,tóngshí,audios/tóngshí.mp3,[sound:tóngshí.mp3]
同样,same,tóngyàng,audios/tóngyàng.mp3,[sound:tóngyàng.mp3]
头,head,tóu,audios/tóu.mp3,[sound:tóu.mp3]
头,head,tóu,audios/tóu.mp3,[sound:tóu.mp3]
图片,image,túpiàn,audios/túpiàn.mp3,[sound:túpiàn.mp3]
外地,Out of town,wàidì,audios/wàidì.mp3,[sound:wàidì.mp3]
外卖,Takeaway,wàimài,audios/wàimài.mp3,[sound:wàimài.mp3]
晚安,good night,wǎnān,audios/wǎnān.mp3,[sound:wǎnān.mp3]
晚报,Evening News,wǎnbào,audios/wǎnbào.mp3,[sound:wǎnbào.mp3]
晚餐,dinner,wǎncān,audios/wǎncān.mp3,[sound:wǎncān.mp3]
晚会,Party,wǎnhuì,audios/wǎnhuì.mp3,[sound:wǎnhuì.mp3]
网,network,wǎng,audios/wǎng.mp3,[sound:wǎng.mp3]
往,to,wǎng,audios/wǎng.mp3,[sound:wǎng.mp3]
问路,Ask for directions,wènlù,audios/wènlù.mp3,[sound:wènlù.mp3]
午餐,lunch,wǔcān,audios/wǔcān.mp3,[sound:wǔcān.mp3]
午睡,Nap,wǔshuì,audios/wǔshuì.mp3,[sound:wǔshuì.mp3]
西北,northwest,xīběi,audios/xīběi.mp3,[sound:xīběi.mp3]
西餐,Western food,xīcān,audios/xīcān.mp3,[sound:xīcān.mp3]
西方,West,xīfāng,audios/xīfāng.mp3,[sound:xīfāng.mp3]
西南,southwest,xīnán,audios/xīnán.mp3,[sound:xīnán.mp3]
西医,Western medicine,xīyī,audios/xīyī.mp3,[sound:xīyī.mp3]
洗衣机,washing machine,xǐyījī,audios/xǐyījī.mp3,[sound:xǐyījī.mp3]
下雪,Snowing,xiàxuě,audios/xiàxuě.mp3,[sound:xiàxuě.mp3]
下周,next week,xiàzhōu,audios/xiàzhōu.mp3,[sound:xiàzhōu.mp3]
夏天,summer,xiàtiān,audios/xiàtiān.mp3,[sound:xiàtiān.mp3]
相同,the same,xiāngtóng,audios/xiāngtóng.mp3,[sound:xiāngtóng.mp3]
想到,think,xiǎngdào,audios/xiǎngdào.mp3,[sound:xiǎngdào.mp3]
想法,idea,xiǎngfǎ,audios/xiǎngfǎ.mp3,[sound:xiǎngfǎ.mp3]
想起,Remember,xiǎngqǐ,audios/xiǎngqǐ.mp3,[sound:xiǎngqǐ.mp3]
相机,camera,xiàngjī,audios/xiàngjī.mp3,[sound:xiàngjī.mp3]
像,Like,xiàng,audios/xiàng.mp3,[sound:xiàng.mp3]
小声,Whisper,xiǎoshēng,audios/xiǎoshēng.mp3,[sound:xiǎoshēng.mp3]
小时候,When I was young,xiǎoshíhòu,audios/xiǎoshíhòu.mp3,[sound:xiǎoshíhòu.mp3]
小组,group,xiǎozǔ,audios/xiǎozǔ.mp3,[sound:xiǎozǔ.mp3]
校园,campus,xiàoyuán,audios/xiàoyuán.mp3,[sound:xiàoyuán.mp3]
笑话儿,Joke,xiàohuàér,audios/xiàohuàér.mp3,[sound:xiàohuàér.mp3]
鞋,shoe,xié,audios/xié.mp3,[sound:xié.mp3]
心里,In the heart,xīnlǐ,audios/xīnlǐ.mp3,[sound:xīnlǐ.mp3]
心中,In mind,xīnzhōng,audios/xīnzhōng.mp3,[sound:xīnzhōng.mp3]
信,letter,xìn,audios/xìn.mp3,[sound:xìn.mp3]
信息,information,xìnxī,audios/xìnxī.mp3,[sound:xìnxī.mp3]
信用卡,credit card,xìnyòngkǎ,audios/xìnyòngkǎ.mp3,[sound:xìnyòngkǎ.mp3]
星星,star,xīngxīng,audios/xīngxīng.mp3,[sound:xīngxīng.mp3]
姓名,Name,xìngmíng,audios/xìngmíng.mp3,[sound:xìngmíng.mp3]
休假,Vacation,xiūjià,audios/xiūjià.mp3,[sound:xiūjià.mp3]
选,selected,xuǎn,audios/xuǎn.mp3,[sound:xuǎn.mp3]
学期,semester,xuéqī,audios/xuéqī.mp3,[sound:xuéqī.mp3]
眼,eye,yǎn,audios/yǎn.mp3,[sound:yǎn.mp3]
养,support,yǎng,audios/yǎng.mp3,[sound:yǎng.mp3]
药店,pharmacy,yàodiàn,audios/yàodiàn.mp3,[sound:yàodiàn.mp3]
药片,pill,yàopiàn,audios/yàopiàn.mp3,[sound:yàopiàn.mp3]
药水,Potion,yàoshuǐ,audios/yàoshuǐ.mp3,[sound:yàoshuǐ.mp3]
夜里,at night,yèlǐ,audios/yèlǐ.mp3,[sound:yèlǐ.mp3]
一部分,Part of,yībùfèn,audios/yībùfèn.mp3,[sound:yībùfèn.mp3]
一路平安,Safe journey,yílùpíngān,audios/yílùpíngān.mp3,[sound:yílùpíngān.mp3]
一路顺风,Bon Voyage,yīlùshùnfēng,audios/yīlùshùnfēng.mp3,[sound:yīlùshùnfēng.mp3]
以后,after,yǐhòu,audios/yǐhòu.mp3,[sound:yǐhòu.mp3]
以上,the above,yǐshàng,audios/yǐshàng.mp3,[sound:yǐshàng.mp3]
