hanzi,translation,pinyin,location,audio
惨,awful,cǎn,audios/cǎn.mp3,[sound:cǎn.mp3]
藏,Tibetan,cáng,audios/cáng.mp3,[sound:cáng.mp3]
厕所,WC,cèsuǒ,audios/cèsuǒ.mp3,[sound:cèsuǒ.mp3]
侧,side,cè,audios/cè.mp3,[sound:cè.mp3]
测定,Determination,cèdìng,audios/cèdìng.mp3,[sound:cèdìng.mp3]
层面,Level,céngmiàn,audios/céngmiàn.mp3,[sound:céngmiàn.mp3]
差异,difference,chāyì,audios/chāyì.mp3,[sound:chāyì.mp3]
查出,find out,cháchū,audios/cháchū.mp3,[sound:cháchū.mp3]
查看,View,chákàn,audios/chákàn.mp3,[sound:chákàn.mp3]
拆迁,Demolition,chāiqiān,audios/chāiqiān.mp3,[sound:chāiqiān.mp3]
产量,Yield,chǎnliàng,audios/chǎnliàng.mp3,[sound:chǎnliàng.mp3]
长短,length,chángduǎn,audios/chángduǎn.mp3,[sound:chángduǎn.mp3]
长假,Long holiday,chángjià,audios/chángjià.mp3,[sound:chángjià.mp3]
长久,long,chángjiǔ,audios/chángjiǔ.mp3,[sound:chángjiǔ.mp3]
长跑,Long run,chángpǎo,audios/chángpǎo.mp3,[sound:chángpǎo.mp3]
长远,long,chángyuǎn,audios/chángyuǎn.mp3,[sound:chángyuǎn.mp3]
常规,conventional,chángguī,audios/chángguī.mp3,[sound:chángguī.mp3]
常年,Perennial,chángnián,audios/chángnián.mp3,[sound:chángnián.mp3]
厂商,Vendor,chǎngshāng,audios/chǎngshāng.mp3,[sound:chǎngshāng.mp3]
场地,site,chǎngdì,audios/chǎngdì.mp3,[sound:chǎngdì.mp3]
场馆,Venue,chǎngguǎn,audios/chǎngguǎn.mp3,[sound:chǎngguǎn.mp3]
场景,Scenes,chǎngjǐng,audios/chǎngjǐng.mp3,[sound:chǎngjǐng.mp3]
超,ultra,chāo,audios/chāo.mp3,[sound:chāo.mp3]
超出,Beyond,chāochū,audios/chāochū.mp3,[sound:chāochū.mp3]
炒股,Stocks,chǎogǔ,audios/chǎogǔ.mp3,[sound:chǎogǔ.mp3]
炒作,Hype,chǎozuò,audios/chǎozuò.mp3,[sound:chǎozuò.mp3]
车号,Car number,chēhào,audios/chēhào.mp3,[sound:chēhào.mp3]
车牌,License plate,chēpái,audios/chēpái.mp3,[sound:chēpái.mp3]
车展,Auto show,chēzhǎn,audios/chēzhǎn.mp3,[sound:chēzhǎn.mp3]
撤离,Evacuate,chèlí,audios/chèlí.mp3,[sound:chèlí.mp3]
撑,support,chēng,audios/chēng.mp3,[sound:chēng.mp3]
成,to make,chéng,audios/chéng.mp3,[sound:chéng.mp3]
成品,Finished product,chéngpǐn,audios/chéngpǐn.mp3,[sound:chéngpǐn.mp3]
城区,Urban area,chéngqū,audios/chéngqū.mp3,[sound:chéngqū.mp3]
城乡,Urban and rural,chéngxiāng,audios/chéngxiāng.mp3,[sound:chéngxiāng.mp3]
城镇,town,chéngzhèn,audios/chéngzhèn.mp3,[sound:chéngzhèn.mp3]
持有,hold,chíyǒu,audios/chíyǒu.mp3,[sound:chíyǒu.mp3]
重建,reconstruction,chóngjiàn,audios/chóngjiàn.mp3,[sound:chóngjiàn.mp3]
重组,Reorganization,chóngzǔ,audios/chóngzǔ.mp3,[sound:chóngzǔ.mp3]
出场,Appearance,chūchǎng,audios/chūchǎng.mp3,[sound:chūchǎng.mp3]
出动,Dispatch,chūdòng,audios/chūdòng.mp3,[sound:chūdòng.mp3]
出访,Visit,chūfǎng,audios/chūfǎng.mp3,[sound:chūfǎng.mp3]
出面,Come forward,chūmiàn,audios/chūmiàn.mp3,[sound:chūmiàn.mp3]
出名,famous,chūmíng,audios/chūmíng.mp3,[sound:chūmíng.mp3]
出入,Go in and out,chūrù,audios/chūrù.mp3,[sound:chūrù.mp3]
出事,Accident,chūshì,audios/chūshì.mp3,[sound:chūshì.mp3]
出台,Introduced,chūtái,audios/chūtái.mp3,[sound:chūtái.mp3]
出行,Travel,chūxíng,audios/chūxíng.mp3,[sound:chūxíng.mp3]
初等,Elementary,chūděng,audios/chūděng.mp3,[sound:chūděng.mp3]
除,except,chú,audios/chú.mp3,[sound:chú.mp3]
厨师,chef,chúshī,audios/chúshī.mp3,[sound:chúshī.mp3]
处处,Everywhere,chǔchù,audios/chǔchù.mp3,[sound:chǔchù.mp3]
处长,Director,chùzhǎng,audios/chùzhǎng.mp3,[sound:chùzhǎng.mp3]
传出,Outgoing,chuánchū,audios/chuánchū.mp3,[sound:chuánchū.mp3]
传媒,Media,chuánméi,audios/chuánméi.mp3,[sound:chuánméi.mp3]
传输,transmission,chuánshū,audios/chuánshū.mp3,[sound:chuánshū.mp3]
传言,Rumors,chuányán,audios/chuányán.mp3,[sound:chuányán.mp3]
船员,crew,chuányuán,audios/chuányuán.mp3,[sound:chuányuán.mp3]
船长,captain,chuánzhǎng,audios/chuánzhǎng.mp3,[sound:chuánzhǎng.mp3]
船只,vessel,chuánzhī,audios/chuánzhī.mp3,[sound:chuánzhī.mp3]
窗口,window,chuāngkǒu,audios/chuāngkǒu.mp3,[sound:chuāngkǒu.mp3]
创办,Founded,chuàngbàn,audios/chuàngbàn.mp3,[sound:chuàngbàn.mp3]
创建,create,chuàngjiàn,audios/chuàngjiàn.mp3,[sound:chuàngjiàn.mp3]
创意,Creativity,chuàngyì,audios/chuàngyì.mp3,[sound:chuàngyì.mp3]
此处,Here,cǐchù,audios/cǐchù.mp3,[sound:cǐchù.mp3]
此次,This time,cǐcì,audios/cǐcì.mp3,[sound:cǐcì.mp3]
此前,Before,cǐqián,audios/cǐqián.mp3,[sound:cǐqián.mp3]
此事,This matter,cǐshì,audios/cǐshì.mp3,[sound:cǐshì.mp3]
此致,Sincerely,cǐzhì,audios/cǐzhì.mp3,[sound:cǐzhì.mp3]
次数,frequency,cìshù,audios/cìshù.mp3,[sound:cìshù.mp3]
从不,Never,cóngbù,audios/cóngbù.mp3,[sound:cóngbù.mp3]
从没,Never,cóngméi,audios/cóngméi.mp3,[sound:cóngméi.mp3]
村庄,village,cūnzhuāng,audios/cūnzhuāng.mp3,[sound:cūnzhuāng.mp3]
错过,miss,cuòguò,audios/cuòguò.mp3,[sound:cuòguò.mp3]
打动,move,dǎdòng,audios/dǎdòng.mp3,[sound:dǎdòng.mp3]
打断,interrupt,dǎduàn,audios/dǎduàn.mp3,[sound:dǎduàn.mp3]
打发,Send,dǎfā,audios/dǎfā.mp3,[sound:dǎfā.mp3]
打牌,play cards,dǎpái,audios/dǎpái.mp3,[sound:dǎpái.mp3]
打印机,printer,dǎyìnjī,audios/dǎyìnjī.mp3,[sound:dǎyìnjī.mp3]
打造,Build,dǎzào,audios/dǎzào.mp3,[sound:dǎzào.mp3]
大道,Avenue,dàdào,audios/dàdào.mp3,[sound:dàdào.mp3]
大街,Main street,dàjiē,audios/dàjiē.mp3,[sound:dàjiē.mp3]
大力,vigorously,dàlì,audios/dàlì.mp3,[sound:dàlì.mp3]
大米,Rice,dàmǐ,audios/dàmǐ.mp3,[sound:dàmǐ.mp3]
大批,A large number,dàpī,audios/dàpī.mp3,[sound:dàpī.mp3]
大赛,Contest,dàsài,audios/dàsài.mp3,[sound:dàsài.mp3]
大师,Grandmaster,dàshī,audios/dàshī.mp3,[sound:dàshī.mp3]
大使,ambassador,dàshǐ,audios/dàshǐ.mp3,[sound:dàshǐ.mp3]
待会儿,Later,dàihuìer,audios/dàihuìer.mp3,[sound:dàihuìer.mp3]
担忧,Worries,dānyōu,audios/dānyōu.mp3,[sound:dānyōu.mp3]
单打,singles,dāndǎ,audios/dāndǎ.mp3,[sound:dāndǎ.mp3]
当成,Treat as,dàngchéng,audios/dàngchéng.mp3,[sound:dàngchéng.mp3]
当天,That day,dàngtiān,audios/dàngtiān.mp3,[sound:dàngtiān.mp3]
当作,Treat as,dàngzuò,audios/dàngzuò.mp3,[sound:dàngzuò.mp3]
档,files,dàng,audios/dàng.mp3,[sound:dàng.mp3]
岛,island,dǎo,audios/dǎo.mp3,[sound:dǎo.mp3]
到期,maturity,dàoqī,audios/dàoqī.mp3,[sound:dàoqī.mp3]
盗版,Piracy,dàobǎn,audios/dàobǎn.mp3,[sound:dàobǎn.mp3]
道教,Taoism,dàojiào,audios/dàojiào.mp3,[sound:dàojiào.mp3]
低头,Head down,dītóu,audios/dītóu.mp3,[sound:dītóu.mp3]
低温,Low temperature,dīwēn,audios/dīwēn.mp3,[sound:dīwēn.mp3]
地板,floor,dìbǎn,audios/dìbǎn.mp3,[sound:dìbǎn.mp3]
地名,Place name,dìmíng,audios/dìmíng.mp3,[sound:dìmíng.mp3]
地下室,basement,dìxiàshì,audios/dìxiàshì.mp3,[sound:dìxiàshì.mp3]
电车,tram,diànchē,audios/diànchē.mp3,[sound:diànchē.mp3]
电动,electric,diàndòng,audios/diàndòng.mp3,[sound:diàndòng.mp3]
电力,electricity,diànlì,audios/diànlì.mp3,[sound:diànlì.mp3]
电器,Electrical appliances,diànqì,audios/diànqì.mp3,[sound:diànqì.mp3]
调研,Research,diàoyán,audios/diàoyán.mp3,[sound:diàoyán.mp3]
定价,Pricing,dìngjià,audios/dìngjià.mp3,[sound:dìngjià.mp3]
定时,timing,dìngshí,audios/dìngshí.mp3,[sound:dìngshí.mp3]
定位,Positioning,dìngwèi,audios/dìngwèi.mp3,[sound:dìngwèi.mp3]
动画,Animation,dònghuà,audios/dònghuà.mp3,[sound:dònghuà.mp3]
都市,city,dūshì,audios/dūshì.mp3,[sound:dūshì.mp3]
赌,bet,dǔ,audios/dǔ.mp3,[sound:dǔ.mp3]
渡,Crossing,dù,audios/dù.mp3,[sound:dù.mp3]
短片,Short film,duǎnpiàn,audios/duǎnpiàn.mp3,[sound:duǎnpiàn.mp3]
对外,foreign,duìwài,audios/duìwài.mp3,[sound:duìwài.mp3]
多半,most,duōbàn,audios/duōbàn.mp3,[sound:duōbàn.mp3]
多方面,Many aspects,duōfāngmiàn,audios/duōfāngmiàn.mp3,[sound:duōfāngmiàn.mp3]
多媒体,multimedia,duōméitǐ,audios/duōméitǐ.mp3,[sound:duōméitǐ.mp3]
夺,Seize,duó,audios/duó.mp3,[sound:duó.mp3]
夺取,Seize,duóqǔ,audios/duóqǔ.mp3,[sound:duóqǔ.mp3]
恩人,benefactor,ēnrén,audios/ēnrén.mp3,[sound:ēnrén.mp3]
儿科,Pediatrics,érkē,audios/érkē.mp3,[sound:érkē.mp3]
发病,Onset,fābìng,audios/fābìng.mp3,[sound:fābìng.mp3]
发电,Power generation,fādiàn,audios/fādiàn.mp3,[sound:fādiàn.mp3]
发放,Issue,fāfàng,audios/fāfàng.mp3,[sound:fāfàng.mp3]
发怒,Get angry,fānù,audios/fānù.mp3,[sound:fānù.mp3]
发起,Initiate,fāqǐ,audios/fāqǐ.mp3,[sound:fāqǐ.mp3]
发言人,spokesman,fāyánrén,audios/fāyánrén.mp3,[sound:fāyánrén.mp3]
法庭,court,fǎtíng,audios/fǎtíng.mp3,[sound:fǎtíng.mp3]
法语,French,fǎyǔ,audios/fǎyǔ.mp3,[sound:fǎyǔ.mp3]
番茄,tomato,fānqié,audios/fānqié.mp3,[sound:fānqié.mp3]
凡是,all,fánshì,audios/fánshì.mp3,[sound:fánshì.mp3]
反响,repercussions,fǎnxiǎng,audios/fǎnxiǎng.mp3,[sound:fǎnxiǎng.mp3]
犯,Commit,fàn,audios/fàn.mp3,[sound:fàn.mp3]
犯规,foul,fànguī,audios/fànguī.mp3,[sound:fànguī.mp3]
犯罪,crime,fànzuì,audios/fànzuì.mp3,[sound:fànzuì.mp3]
防范,Guard against,fángfàn,audios/fángfàn.mp3,[sound:fángfàn.mp3]
房价,House price,fángjià,audios/fángjià.mp3,[sound:fángjià.mp3]
飞船,spaceship,fēichuán,audios/fēichuán.mp3,[sound:fēichuán.mp3]
飞行员,pilot,fēixíngyuán,audios/fēixíngyuán.mp3,[sound:fēixíngyuán.mp3]
肺,lung,fèi,audios/fèi.mp3,[sound:fèi.mp3]
分工,Division of labor,fēngōng,audios/fēngōng.mp3,[sound:fēngōng.mp3]
愤怒,anger,fènnù,audios/fènnù.mp3,[sound:fènnù.mp3]
峰会,Summit,fēnghuì,audios/fēnghuì.mp3,[sound:fēnghuì.mp3]
佛,Buddha,fú,audios/fú.mp3,[sound:fú.mp3]
佛教,Buddhism,fójiào,audios/fójiào.mp3,[sound:fójiào.mp3]
服,clothes,fú,audios/fú.mp3,[sound:fú.mp3]
浮,float,fú,audios/fú.mp3,[sound:fú.mp3]
父女,Father and daughter,fùnǚ,audios/fùnǚ.mp3,[sound:fùnǚ.mp3]
父子,Father and son,fùzǐ,audios/fùzǐ.mp3,[sound:fùzǐ.mp3]
负,negative,fù,audios/fù.mp3,[sound:fù.mp3]
复苏,recovery,fùsū,audios/fùsū.mp3,[sound:fùsū.mp3]
富人,The rich,fùrén,audios/fùrén.mp3,[sound:fùrén.mp3]
富有,rich,fùyǒu,audios/fùyǒu.mp3,[sound:fùyǒu.mp3]
改装,Refit,gǎizhuāng,audios/gǎizhuāng.mp3,[sound:gǎizhuāng.mp3]
肝,liver,gān,audios/gān.mp3,[sound:gān.mp3]
杆,Rod,gān,audios/gān.mp3,[sound:gān.mp3]
赶不上,Can&#39;t keep up,gǎnbùshàng,audios/gǎnbùshàng.mp3,[sound:gǎnbùshàng.mp3]
赶忙,quickly,gǎnmáng,audios/gǎnmáng.mp3,[sound:gǎnmáng.mp3]
赶上,catch up,gǎnshàng,audios/gǎnshàng.mp3,[sound:gǎnshàng.mp3]
敢于,Dare to,gǎnyú,audios/gǎnyú.mp3,[sound:gǎnyú.mp3]
感人,Touching,gǎnrén,audios/gǎnrén.mp3,[sound:gǎnrén.mp3]
刚好,just,gānghǎo,audios/gānghǎo.mp3,[sound:gānghǎo.mp3]
高层,High-level,gāocéng,audios/gāocéng.mp3,[sound:gāocéng.mp3]
高等,higher,gāoděng,audios/gāoděng.mp3,[sound:gāoděng.mp3]
高考,College entrance examination,gāokǎo,audios/gāokǎo.mp3,[sound:gāokǎo.mp3]
高科技,high tech,gāokējì,audios/gāokējì.mp3,[sound:gāokējì.mp3]
高手,Master,gāoshǒu,audios/gāoshǒu.mp3,[sound:gāoshǒu.mp3]
稿子,Manuscript,gǎozi,audios/gǎozi.mp3,[sound:gǎozi.mp3]
歌唱,singing,gēchàng,audios/gēchàng.mp3,[sound:gēchàng.mp3]
歌词,lyrics,gēcí,audios/gēcí.mp3,[sound:gēcí.mp3]
歌星,Singer,gēxīng,audios/gēxīng.mp3,[sound:gēxīng.mp3]
革新,innovation,géxīn,audios/géxīn.mp3,[sound:géxīn.mp3]
更是,even more,gèngshì,audios/gèngshì.mp3,[sound:gèngshì.mp3]
工商,Business,gōngshāng,audios/gōngshāng.mp3,[sound:gōngshāng.mp3]
公,public,gōng,audios/gōng.mp3,[sound:gōng.mp3]
公安,public security,gōngān,audios/gōngān.mp3,[sound:gōngān.mp3]
公鸡,cock,gōngjī,audios/gōngjī.mp3,[sound:gōngjī.mp3]
公众,public,gōngzhòng,audios/gōngzhòng.mp3,[sound:gōngzhòng.mp3]
宫,palace,gōng,audios/gōng.mp3,[sound:gōng.mp3]
构建,Construct,gòujiàn,audios/gòujiàn.mp3,[sound:gòujiàn.mp3]
孤儿,orphan,gūér,audios/gūér.mp3,[sound:gūér.mp3]
股,share,gǔ,audios/gǔ.mp3,[sound:gǔ.mp3]
顾,Gu,gù,audios/gù.mp3,[sound:gù.mp3]
刮,scratch,guā,audios/guā.mp3,[sound:guā.mp3]
拐,Abduction,guǎi,audios/guǎi.mp3,[sound:guǎi.mp3]
关爱,Caring,guānài,audios/guānài.mp3,[sound:guānài.mp3]
关联,Associate,guānlián,audios/guānlián.mp3,[sound:guānlián.mp3]
官司,lawsuit,guānsī,audios/guānsī.mp3,[sound:guānsī.mp3]
管道,pipeline,guǎndào,audios/guǎndào.mp3,[sound:guǎndào.mp3]
国产,Domestic,guóchǎn,audios/guóchǎn.mp3,[sound:guóchǎn.mp3]
国歌,National anthem,guógē,audios/guógē.mp3,[sound:guógē.mp3]
国会,Congress,guóhuì,audios/guóhuì.mp3,[sound:guóhuì.mp3]
国旗,National flag,guóqí,audios/guóqí.mp3,[sound:guóqí.mp3]
国王,king,guówáng,audios/guówáng.mp3,[sound:guówáng.mp3]
果酱,jam,guǒjiàng,audios/guǒjiàng.mp3,[sound:guǒjiàng.mp3]
果树,Fruit tree,guǒshù,audios/guǒshù.mp3,[sound:guǒshù.mp3]
过后,After,guòhòu,audios/guòhòu.mp3,[sound:guòhòu.mp3]
过时,Obsolete,guòshí,audios/guòshí.mp3,[sound:guòshí.mp3]
海报,poster,hǎibào,audios/hǎibào.mp3,[sound:hǎibào.mp3]
海底,seabed,hǎidǐ,audios/hǎidǐ.mp3,[sound:hǎidǐ.mp3]
海军,navy,hǎijūn,audios/hǎijūn.mp3,[sound:hǎijūn.mp3]
海浪,Waves,hǎilàng,audios/hǎilàng.mp3,[sound:hǎilàng.mp3]
海外,overseas,hǎiwài,audios/hǎiwài.mp3,[sound:hǎiwài.mp3]
海湾,bay,hǎiwān,audios/hǎiwān.mp3,[sound:hǎiwān.mp3]
好似,Like,hǎosì,audios/hǎosì.mp3,[sound:hǎosì.mp3]
好转,Get better,hǎozhuǎn,audios/hǎozhuǎn.mp3,[sound:hǎozhuǎn.mp3]
好学,Studious,hàoxué,audios/hàoxué.mp3,[sound:hàoxué.mp3]
合约,contract,héyuē,audios/héyuē.mp3,[sound:héyuē.mp3]
黑夜,Night,hēiyè,audios/hēiyè.mp3,[sound:hēiyè.mp3]
很难说,Hard to say,hěnnánshuō,audios/hěnnánshuō.mp3,[sound:hěnnánshuō.mp3]
狠,ruthless,hěn,audios/hěn.mp3,[sound:hěn.mp3]
横,horizontal,héng,audios/héng.mp3,[sound:héng.mp3]
衡量,measure,héngliáng,audios/héngliáng.mp3,[sound:héngliáng.mp3]
宏大,grand,hóngdà,audios/hóngdà.mp3,[sound:hóngdà.mp3]
互动,interactive,hùdòng,audios/hùdòng.mp3,[sound:hùdòng.mp3]
户外,outdoor,hùwài,audios/hùwài.mp3,[sound:hùwài.mp3]
护,Protect,hù,audios/hù.mp3,[sound:hù.mp3]
花费,spend,huāfèi,audios/huāfèi.mp3,[sound:huāfèi.mp3]
花瓶,vase,huāpíng,audios/huāpíng.mp3,[sound:huāpíng.mp3]
化解,Resolve,huàjiě,audios/huàjiě.mp3,[sound:huàjiě.mp3]
皇帝,emperor,huángdì,audios/huángdì.mp3,[sound:huángdì.mp3]
回应,Respond to,huíyìng,audios/huíyìng.mp3,[sound:huíyìng.mp3]
毁,destroy,huǐ,audios/huǐ.mp3,[sound:huǐ.mp3]
会见,meet,huìjiàn,audios/huìjiàn.mp3,[sound:huìjiàn.mp3]
会长,President,huìzhǎng,audios/huìzhǎng.mp3,[sound:huìzhǎng.mp3]
绘画,painting,huìhuà,audios/huìhuà.mp3,[sound:huìhuà.mp3]
昏,faint,hūn,audios/hūn.mp3,[sound:hūn.mp3]
混,mix,hùn,audios/hùn.mp3,[sound:hùn.mp3]
机动车,Motor vehicle,jīdòngchē,audios/jīdòngchē.mp3,[sound:jīdòngchē.mp3]
机关,organ,jīguān,audios/jīguān.mp3,[sound:jīguān.mp3]
基督教,Christian,jīdūjiào,audios/jīdūjiào.mp3,[sound:jīdūjiào.mp3]
吉利,auspicious,jílì,audios/jílì.mp3,[sound:jílì.mp3]
急救,first aid,jíjiù,audios/jíjiù.mp3,[sound:jíjiù.mp3]
集,set,jí,audios/jí.mp3,[sound:jí.mp3]
加盟,Join,jiāméng,audios/jiāméng.mp3,[sound:jiāméng.mp3]
家电,Home appliances,jiādiàn,audios/jiādiàn.mp3,[sound:jiādiàn.mp3]
家园,home,jiāyuán,audios/jiāyuán.mp3,[sound:jiāyuán.mp3]
假日,holiday,jiàrì,audios/jiàrì.mp3,[sound:jiàrì.mp3]
尖,tip,jiān,audios/jiān.mp3,[sound:jiān.mp3]
监测,monitor,jiāncè,audios/jiāncè.mp3,[sound:jiāncè.mp3]
简介,Introduction,jiǎnjiè,audios/jiǎnjiè.mp3,[sound:jiǎnjiè.mp3]
剑,sword,jiàn,audios/jiàn.mp3,[sound:jiàn.mp3]
箭,arrow,jiàn,audios/jiàn.mp3,[sound:jiàn.mp3]
讲课,lecture,jiǎngkè,audios/jiǎngkè.mp3,[sound:jiǎngkè.mp3]
酱,sauce,jiàng,audios/jiàng.mp3,[sound:jiàng.mp3]
脚印,footprint,jiǎoyìn,audios/jiǎoyìn.mp3,[sound:jiǎoyìn.mp3]
觉,feel,jué,audios/jué.mp3,[sound:jué.mp3]
教堂,church,jiàotáng,audios/jiàotáng.mp3,[sound:jiàotáng.mp3]
教育部,Ministry of Education,jiàoyùbù,audios/jiàoyùbù.mp3,[sound:jiàoyùbù.mp3]
接收,receive,jiēshōu,audios/jiēshōu.mp3,[sound:jiēshōu.mp3]
揭,Uncover,jiē,audios/jiē.mp3,[sound:jiē.mp3]
街头,street,jiētóu,audios/jiētóu.mp3,[sound:jiētóu.mp3]
节,Section,jié,audios/jié.mp3,[sound:jié.mp3]
节假日,Holidays,jiéjiàrì,audios/jiéjiàrì.mp3,[sound:jiéjiàrì.mp3]
节能,Energy saving,jiénéng,audios/jiénéng.mp3,[sound:jiénéng.mp3]
截止,Cut off,jiézhǐ,audios/jiézhǐ.mp3,[sound:jiézhǐ.mp3]
解,solution,jiě,audios/jiě.mp3,[sound:jiě.mp3]
解说,Commentary,jiěshuō,audios/jiěshuō.mp3,[sound:jiěshuō.mp3]
界,World,jiè,audios/jiè.mp3,[sound:jiè.mp3]
界,World,jiè,audios/jiè.mp3,[sound:jiè.mp3]
金额,Amount,jīné,audios/jīné.mp3,[sound:jīné.mp3]
金钱,money,jīnqián,audios/jīnqián.mp3,[sound:jīnqián.mp3]
尽,Exhausted,jǐn,audios/jǐn.mp3,[sound:jǐn.mp3]
近日,recently,jìnrì,audios/jìnrì.mp3,[sound:jìnrì.mp3]
近视,myopia,jìnshì,audios/jìnshì.mp3,[sound:jìnshì.mp3]
惊人,amazing,jīngrén,audios/jīngrén.mp3,[sound:jīngrén.mp3]
惊喜,Surprise,jīngxǐ,audios/jīngxǐ.mp3,[sound:jīngxǐ.mp3]
精,fine,jīng,audios/jīng.mp3,[sound:jīng.mp3]
精美,fine,jīngměi,audios/jīngměi.mp3,[sound:jīngměi.mp3]
精品,Boutique,jīngpǐn,audios/jīngpǐn.mp3,[sound:jīngpǐn.mp3]
