hanzi,translation,pinyin,location,audio
测试,test,cèshì,audios/cèshì.mp3,[sound:cèshì.mp3]
曾,Once,céng,audios/céng.mp3,[sound:céng.mp3]
茶叶,tea,cháyè,audios/cháyè.mp3,[sound:cháyè.mp3]
唱片,record,chàngpiàn,audios/chàngpiàn.mp3,[sound:chàngpiàn.mp3]
抄写,copy,chāoxiě,audios/chāoxiě.mp3,[sound:chāoxiě.mp3]
潮,tide,cháo,audios/cháo.mp3,[sound:cháo.mp3]
潮湿,Damp,cháoshī,audios/cháoshī.mp3,[sound:cháoshī.mp3]
沉,Sink,chén,audios/chén.mp3,[sound:chén.mp3]
成人,adult,chéngrén,audios/chéngrén.mp3,[sound:chéngrén.mp3]
诚信,Honesty,chéngxìn,audios/chéngxìn.mp3,[sound:chéngxìn.mp3]
尺,ruler,chǐ,audios/chǐ.mp3,[sound:chǐ.mp3]
尺寸,size,chǐcùn,audios/chǐcùn.mp3,[sound:chǐcùn.mp3]
充电,Recharge,chōngdiàn,audios/chōngdiàn.mp3,[sound:chōngdiàn.mp3]
虫子,insect,chóngzi,audios/chóngzi.mp3,[sound:chóngzi.mp3]
抽,Pump,chōu,audios/chōu.mp3,[sound:chōu.mp3]
抽奖,lottery,chōujiǎng,audios/chōujiǎng.mp3,[sound:chōujiǎng.mp3]
出售,sell,chūshòu,audios/chūshòu.mp3,[sound:chūshòu.mp3]
处于,In,chǔyú,audios/chǔyú.mp3,[sound:chǔyú.mp3]
处,Place,chù,audios/chù.mp3,[sound:chù.mp3]
穿上,Put on,chuānshàng,audios/chuānshàng.mp3,[sound:chuānshàng.mp3]
窗台,windowsill,chuāngtái,audios/chuāngtái.mp3,[sound:chuāngtái.mp3]
窗子,window,chuāngzi,audios/chuāngzi.mp3,[sound:chuāngzi.mp3]
春季,spring,chūnjì,audios/chūnjì.mp3,[sound:chūnjì.mp3]
纯,pure,chún,audios/chún.mp3,[sound:chún.mp3]
纯净水,pure water,chúnjìngshuǐ,audios/chúnjìngshuǐ.mp3,[sound:chúnjìngshuǐ.mp3]
词汇,vocabulary,cíhuì,audios/cíhuì.mp3,[sound:cíhuì.mp3]
此,this,cǐ,audios/cǐ.mp3,[sound:cǐ.mp3]
粗,Crude,cū,audios/cū.mp3,[sound:cū.mp3]
促销,Promotion,cùxiāo,audios/cùxiāo.mp3,[sound:cùxiāo.mp3]
打,hit,dǎ,audios/dǎ.mp3,[sound:dǎ.mp3]
打败,defeat,dǎbài,audios/dǎbài.mp3,[sound:dǎbài.mp3]
打雷,thunder,dǎléi,audios/dǎléi.mp3,[sound:dǎléi.mp3]
大巴,Bus,dàbā,audios/dàbā.mp3,[sound:dàbā.mp3]
大多,most,dàduō,audios/dàduō.mp3,[sound:dàduō.mp3]
大哥,Big brother,dàgē,audios/dàgē.mp3,[sound:dàgē.mp3]
大规模,Large scale,dàguīmó,audios/dàguīmó.mp3,[sound:dàguīmó.mp3]
大会,General Assembly,dàhuì,audios/dàhuì.mp3,[sound:dàhuì.mp3]
大姐,Eldest sister,dàjiě,audios/dàjiě.mp3,[sound:dàjiě.mp3]
大楼,Building,dàlóu,audios/dàlóu.mp3,[sound:dàlóu.mp3]
大陆,mainland,dàlù,audios/dàlù.mp3,[sound:dàlù.mp3]
大妈,Aunt,dàmā,audios/dàmā.mp3,[sound:dàmā.mp3]
大爷,uncle,dàyé,audios/dàyé.mp3,[sound:dàyé.mp3]
大众,public,dàzhòng,audios/dàzhòng.mp3,[sound:dàzhòng.mp3]
代替,instead,dàitì,audios/dàitì.mp3,[sound:dàitì.mp3]
袋,bag,dài,audios/dài.mp3,[sound:dài.mp3]
单,single,dān,audios/dān.mp3,[sound:dān.mp3]
倒车,Reversing,dàochē,audios/dàochē.mp3,[sound:dàochē.mp3]
倒车,Reversing,dàochē,audios/dàochē.mp3,[sound:dàochē.mp3]
灯光,light,dēngguāng,audios/dēngguāng.mp3,[sound:dēngguāng.mp3]
登,Boarding,dēng,audios/dēng.mp3,[sound:dēng.mp3]
登山,Mountaineering,dēngshān,audios/dēngshān.mp3,[sound:dēngshān.mp3]
地面,ground,dìmiàn,audios/dìmiàn.mp3,[sound:dìmiàn.mp3]
地下,underground,dìxià,audios/dìxià.mp3,[sound:dìxià.mp3]
点名,Roll call,diǎnmíng,audios/diǎnmíng.mp3,[sound:diǎnmíng.mp3]
电灯,Electric light,diàndēng,audios/diàndēng.mp3,[sound:diàndēng.mp3]
电动车,Electric car,diàndòngchē,audios/diàndòngchē.mp3,[sound:diàndòngchē.mp3]
定,set,dìng,audios/dìng.mp3,[sound:dìng.mp3]
冬季,winter,dōngjì,audios/dōngjì.mp3,[sound:dōngjì.mp3]
动摇,shake,dòngyáo,audios/dòngyáo.mp3,[sound:dòngyáo.mp3]
独自,alone,dúzì,audios/dúzì.mp3,[sound:dúzì.mp3]
堵,Blocking,dǔ,audios/dǔ.mp3,[sound:dǔ.mp3]
对于,for,duìyú,audios/duìyú.mp3,[sound:duìyú.mp3]
多次,repeatedly,duōcì,audios/duōcì.mp3,[sound:duōcì.mp3]
多年,for many years,duōnián,audios/duōnián.mp3,[sound:duōnián.mp3]
多样,Variety,duōyàng,audios/duōyàng.mp3,[sound:duōyàng.mp3]
多种,Many kinds,duōzhǒng,audios/duōzhǒng.mp3,[sound:duōzhǒng.mp3]
而是,But,érshì,audios/érshì.mp3,[sound:érshì.mp3]
耳机,headset,ěrjī,audios/ěrjī.mp3,[sound:ěrjī.mp3]
二手,second hand,èrshǒu,audios/èrshǒu.mp3,[sound:èrshǒu.mp3]
法,law,fǎ,audios/fǎ.mp3,[sound:fǎ.mp3]
法官,judge,fǎguān,audios/fǎguān.mp3,[sound:fǎguān.mp3]
翻,turn,fān,audios/fān.mp3,[sound:fān.mp3]
烦,bother,fán,audios/fán.mp3,[sound:fán.mp3]
反,anti-,fǎn,audios/fǎn.mp3,[sound:fǎn.mp3]
反映,reflect,fǎnyìng,audios/fǎnyìng.mp3,[sound:fǎnyìng.mp3]
放松,Relax,fàngsōng,audios/fàngsōng.mp3,[sound:fàngsōng.mp3]
肥,fat,féi,audios/féi.mp3,[sound:féi.mp3]
分手,Break up,fēnshǒu,audios/fēnshǒu.mp3,[sound:fēnshǒu.mp3]
分为,Divided into,fēnwéi,audios/fēnwéi.mp3,[sound:fēnwéi.mp3]
…分之…,…By…,…fēnzhī…,audios/…fēnzhī….mp3,[sound:…fēnzhī….mp3]
风景,landscape,fēngjǐng,audios/fēngjǐng.mp3,[sound:fēngjǐng.mp3]
夫妻,Husband and wife,fūqī,audios/fūqī.mp3,[sound:fūqī.mp3]
付出,Give,fùchū,audios/fùchū.mp3,[sound:fùchū.mp3]
感兴趣,Interested in,gǎnxìngqù,audios/gǎnxìngqù.mp3,[sound:gǎnxìngqù.mp3]
高价,High price,gāojià,audios/gāojià.mp3,[sound:gāojià.mp3]
高铁,High-speed rail,gāotiě,audios/gāotiě.mp3,[sound:gāotiě.mp3]
隔,Separate,gé,audios/gé.mp3,[sound:gé.mp3]
隔开,Separate,gékāi,audios/gékāi.mp3,[sound:gékāi.mp3]
各个,each,gègè,audios/gègè.mp3,[sound:gègè.mp3]
工程,engineering,gōngchéng,audios/gōngchéng.mp3,[sound:gōngchéng.mp3]
供应,supply,gōngyìng,audios/gōngyìng.mp3,[sound:gōngyìng.mp3]
共,Total,gòng,audios/gòng.mp3,[sound:gòng.mp3]
构造,structure,gòuzào,audios/gòuzào.mp3,[sound:gòuzào.mp3]
购买,buy,gòumǎi,audios/gòumǎi.mp3,[sound:gòumǎi.mp3]
瓜,melon,guā,audios/guā.mp3,[sound:guā.mp3]
怪,strange,guài,audios/guài.mp3,[sound:guài.mp3]
归,Return,guī,audios/guī.mp3,[sound:guī.mp3]
海水,seawater,hǎishuǐ,audios/hǎishuǐ.mp3,[sound:hǎishuǐ.mp3]
含,With,hán,audios/hán.mp3,[sound:hán.mp3]
含量,content,hánliàng,audios/hánliàng.mp3,[sound:hánliàng.mp3]
含有,contain,hányǒu,audios/hányǒu.mp3,[sound:hányǒu.mp3]
寒冷,cold,hánlěng,audios/hánlěng.mp3,[sound:hánlěng.mp3]
毫升,Milliliters,háoshēng,audios/háoshēng.mp3,[sound:háoshēng.mp3]
好友,Buddy,hǎoyǒu,audios/hǎoyǒu.mp3,[sound:hǎoyǒu.mp3]
黑暗,dark,hēiàn,audios/hēiàn.mp3,[sound:hēiàn.mp3]
红包,Red envelope,hóngbāo,audios/hóngbāo.mp3,[sound:hóngbāo.mp3]
后头,Back,hòutou,audios/hòutou.mp3,[sound:hòutou.mp3]
户,Household,hù,audios/hù.mp3,[sound:hù.mp3]
划,Draw,huà,audios/huà.mp3,[sound:huà.mp3]
划,Draw,huà,audios/huà.mp3,[sound:huà.mp3]
黄瓜,cucumber,huángguā,audios/huángguā.mp3,[sound:huángguā.mp3]
回复,Reply,huífù,audios/huífù.mp3,[sound:huífù.mp3]
汇,exchange,huì,audios/huì.mp3,[sound:huì.mp3]
伙,Partner,huǒ,audios/huǒ.mp3,[sound:huǒ.mp3]
或许,perhaps,huòxǔ,audios/huòxǔ.mp3,[sound:huòxǔ.mp3]
货,goods,huò,audios/huò.mp3,[sound:huò.mp3]
获,Get,huò,audios/huò.mp3,[sound:huò.mp3]
获奖,Awarded,huòjiǎng,audios/huòjiǎng.mp3,[sound:huòjiǎng.mp3]
获取,Obtain,huòqǔ,audios/huòqǔ.mp3,[sound:huòqǔ.mp3]
极其,extremely,jíqí,audios/jíqí.mp3,[sound:jíqí.mp3]
集合,set,jíhé,audios/jíhé.mp3,[sound:jíhé.mp3]
季,season,jì,audios/jì.mp3,[sound:jì.mp3]
既,Both,jì,audios/jì.mp3,[sound:jì.mp3]
加入,Join,jiārù,audios/jiārù.mp3,[sound:jiārù.mp3]
检测,Detect,jiǎncè,audios/jiǎncè.mp3,[sound:jiǎncè.mp3]
减,Less,jiǎn,audios/jiǎn.mp3,[sound:jiǎn.mp3]
健身,Fitness,jiànshēn,audios/jiànshēn.mp3,[sound:jiànshēn.mp3]
渐渐,gradually,jiànjiàn,audios/jiànjiàn.mp3,[sound:jiànjiàn.mp3]
江,River,jiāng,audios/jiāng.mp3,[sound:jiāng.mp3]
奖,prize,jiǎng,audios/jiǎng.mp3,[sound:jiǎng.mp3]
奖学金,scholarship,jiǎngxuéjīn,audios/jiǎngxuéjīn.mp3,[sound:jiǎngxuéjīn.mp3]
降,drop,jiàng,audios/jiàng.mp3,[sound:jiàng.mp3]
降价,Price cut,jiàngjià,audios/jiàngjià.mp3,[sound:jiàngjià.mp3]
降落,landing,jiàngluò,audios/jiàngluò.mp3,[sound:jiàngluò.mp3]
降温,Cool down,jiàngwēn,audios/jiàngwēn.mp3,[sound:jiàngwēn.mp3]
结,Knot,jié,audios/jié.mp3,[sound:jié.mp3]
姐妹,sisters,jiěmèi,audios/jiěmèi.mp3,[sound:jiěmèi.mp3]
尽快,ASAP,jǐnkuài,audios/jǐnkuài.mp3,[sound:jǐnkuài.mp3]
紧密,close,jǐnmì,audios/jǐnmì.mp3,[sound:jǐnmì.mp3]
居民,Residents,jūmín,audios/jūmín.mp3,[sound:jūmín.mp3]
局,Bureau,jú,audios/jú.mp3,[sound:jú.mp3]
聚,Gather,jù,audios/jù.mp3,[sound:jù.mp3]
聚会,get together,jùhuì,audios/jùhuì.mp3,[sound:jùhuì.mp3]
卷,volume,juǎn,audios/juǎn.mp3,[sound:juǎn.mp3]
卷,volume,juǎn,audios/juǎn.mp3,[sound:juǎn.mp3]
开花,flowering,kāihuā,audios/kāihuā.mp3,[sound:kāihuā.mp3]
开水,boiling water,kāishuǐ,audios/kāishuǐ.mp3,[sound:kāishuǐ.mp3]
看来,It seems,kànlái,audios/kànlái.mp3,[sound:kànlái.mp3]
看望,visit,kànwàng,audios/kànwàng.mp3,[sound:kànwàng.mp3]
空,air,kōng,audios/kōng.mp3,[sound:kōng.mp3]
口袋,pocket,kǒudài,audios/kǒudài.mp3,[sound:kǒudài.mp3]
口语,Spoken,kǒuyǔ,audios/kǒuyǔ.mp3,[sound:kǒuyǔ.mp3]
快递,express delivery,kuàidì,audios/kuàidì.mp3,[sound:kuàidì.mp3]
宽,width,kuān,audios/kuān.mp3,[sound:kuān.mp3]
宽广,broad,kuānguǎng,audios/kuānguǎng.mp3,[sound:kuānguǎng.mp3]
矿泉水,mineral water,kuàngquánshuǐ,audios/kuàngquánshuǐ.mp3,[sound:kuàngquánshuǐ.mp3]
扩大,expand,kuòdà,audios/kuòdà.mp3,[sound:kuòdà.mp3]
扩展,Expand,kuòzhǎn,audios/kuòzhǎn.mp3,[sound:kuòzhǎn.mp3]
括号,brackets,kuòhào,audios/kuòhào.mp3,[sound:kuòhào.mp3]
垃圾,Rubbish,lājī,audios/lājī.mp3,[sound:lājī.mp3]
拉开,Pull away,lākāi,audios/lākāi.mp3,[sound:lākāi.mp3]
老公,Husband,lǎogōng,audios/lǎogōng.mp3,[sound:lǎogōng.mp3]
老家,Hometown,lǎojiā,audios/lǎojiā.mp3,[sound:lǎojiā.mp3]
老婆,Wife,lǎopó,audios/lǎopó.mp3,[sound:lǎopó.mp3]
泪,tears,lèi,audios/lèi.mp3,[sound:lèi.mp3]
泪水,Tears,lèishuǐ,audios/lèishuǐ.mp3,[sound:lèishuǐ.mp3]
类型,Types of,lèixíng,audios/lèixíng.mp3,[sound:lèixíng.mp3]
离不开,Can&#39;t do without,líbùkāi,audios/líbùkāi.mp3,[sound:líbùkāi.mp3]
量,the amount,liàng,audios/liàng.mp3,[sound:liàng.mp3]
两边,Both sides,liǎngbiān,audios/liǎngbiān.mp3,[sound:liǎngbiān.mp3]
疗养,Convalescence,liáoyǎng,audios/liáoyǎng.mp3,[sound:liáoyǎng.mp3]
列,Column,liè,audios/liè.mp3,[sound:liè.mp3]
列车,train,lièchē,audios/lièchē.mp3,[sound:lièchē.mp3]
列入,Included in,lièrù,audios/lièrù.mp3,[sound:lièrù.mp3]
列为,Listed as,lièwèi,audios/lièwèi.mp3,[sound:lièwèi.mp3]
楼梯,stairs,lóutī,audios/lóutī.mp3,[sound:lóutī.mp3]
轮,wheel,lún,audios/lún.mp3,[sound:lún.mp3]
轮椅,wheelchair,lúnyǐ,audios/lúnyǐ.mp3,[sound:lúnyǐ.mp3]
轮子,wheel,lúnzi,audios/lúnzi.mp3,[sound:lúnzi.mp3]
落,drop,luò,audios/luò.mp3,[sound:luò.mp3]
毛衣,Sweater,máoyī,audios/máoyī.mp3,[sound:máoyī.mp3]
没错,That&#39;s right,méicuò,audios/méicuò.mp3,[sound:méicuò.mp3]
没法儿,No way,méifǎér,audios/méifǎér.mp3,[sound:méifǎér.mp3]
没想到,did not expect,méixiǎngdào,audios/méixiǎngdào.mp3,[sound:méixiǎngdào.mp3]
美金,USD,měijīn,audios/měijīn.mp3,[sound:měijīn.mp3]
美女,beauty,měinǚ,audios/měinǚ.mp3,[sound:měinǚ.mp3]
梦见,dream,mèngjiàn,audios/mèngjiàn.mp3,[sound:mèngjiàn.mp3]
梦想,dream,mèngxiǎng,audios/mèngxiǎng.mp3,[sound:mèngxiǎng.mp3]
密,dense,mì,audios/mì.mp3,[sound:mì.mp3]
面试,Interview,miànshì,audios/miànshì.mp3,[sound:miànshì.mp3]
描述,description,miáoshù,audios/miáoshù.mp3,[sound:miáoshù.mp3]
名牌儿,Famous brand,míngpáiér,audios/míngpáiér.mp3,[sound:míngpáiér.mp3]
名人,celebrity,míngrén,audios/míngrén.mp3,[sound:míngrén.mp3]
模特儿,Model,mótèér,audios/mótèér.mp3,[sound:mótèér.mp3]
末,end,mò,audios/mò.mp3,[sound:mò.mp3]
男女,men and women,nánnǚ,audios/nánnǚ.mp3,[sound:nánnǚ.mp3]
男士,Men,nánshì,audios/nánshì.mp3,[sound:nánshì.mp3]
难免,Inevitable,nánmiǎn,audios/nánmiǎn.mp3,[sound:nánmiǎn.mp3]
闹,Make trouble,nào,audios/nào.mp3,[sound:nào.mp3]
闹钟,Alarm clock,nàozhōng,audios/nàozhōng.mp3,[sound:nàozhōng.mp3]
内部,internal,nèibù,audios/nèibù.mp3,[sound:nèibù.mp3]
宁静,peaceful,níngjìng,audios/níngjìng.mp3,[sound:níngjìng.mp3]
暖气,Heating,nuǎnqì,audios/nuǎnqì.mp3,[sound:nuǎnqì.mp3]
拍照,Take pictures,pāizhào,audios/pāizhào.mp3,[sound:pāizhào.mp3]
牌,brand,pái,audios/pái.mp3,[sound:pái.mp3]
盘,plate,pán,audios/pán.mp3,[sound:pán.mp3]
胖子,Fat man,pàngzi,audios/pàngzi.mp3,[sound:pàngzi.mp3]
培训,Training,péixùn,audios/péixùn.mp3,[sound:péixùn.mp3]
培训班,Training class,péixùnbān,audios/péixùnbān.mp3,[sound:péixùnbān.mp3]
平稳,smooth,píngwěn,audios/píngwěn.mp3,[sound:píngwěn.mp3]
期末,End of term,qīmò,audios/qīmò.mp3,[sound:qīmò.mp3]
期中,Midterm,qīzhōng,audios/qīzhōng.mp3,[sound:qīzhōng.mp3]
气球,balloon,qìqiú,audios/qìqiú.mp3,[sound:qìqiú.mp3]
汽水,Soda,qìshuǐ,audios/qìshuǐ.mp3,[sound:qìshuǐ.mp3]
前头,Front,qiántou,audios/qiántou.mp3,[sound:qiántou.mp3]
亲密,close,qīnmì,audios/qīnmì.mp3,[sound:qīnmì.mp3]
轻易,easily,qīngyì,audios/qīngyì.mp3,[sound:qīngyì.mp3]
穷人,Poor,qióngrén,audios/qióngrén.mp3,[sound:qióngrén.mp3]
秋季,autumn,qiūjì,audios/qiūjì.mp3,[sound:qiūjì.mp3]
燃料,fuel,ránliào,audios/ránliào.mp3,[sound:ránliào.mp3]
散,Scattered,sàn,audios/sàn.mp3,[sound:sàn.mp3]
扫,sweep,sǎo,audios/sǎo.mp3,[sound:sǎo.mp3]
色,color,sè,audios/sè.mp3,[sound:sè.mp3]
色彩,color,sècǎi,audios/sècǎi.mp3,[sound:sècǎi.mp3]
耕,Tillage,gēng,audios/gēng.mp3,[sound:gēng.mp3]
闪,flash,shǎn,audios/shǎn.mp3,[sound:shǎn.mp3]
伤害,hurt,shānghài,audios/shānghài.mp3,[sound:shānghài.mp3]
商务,Business,shāngwù,audios/shāngwù.mp3,[sound:shāngwù.mp3]
赏,reward,shǎng,audios/shǎng.mp3,[sound:shǎng.mp3]
上个月,last month,shànggèyuè,audios/shànggèyuè.mp3,[sound:shànggèyuè.mp3]
上楼,Go upstairs,shànglóu,audios/shànglóu.mp3,[sound:shànglóu.mp3]
上门,Door-to-door,shàngmén,audios/shàngmén.mp3,[sound:shàngmén.mp3]
烧,burn,shāo,audios/shāo.mp3,[sound:shāo.mp3]
身高,height,shēngāo,audios/shēngāo.mp3,[sound:shēngāo.mp3]
深厚,deep,shēnhòu,audios/shēnhòu.mp3,[sound:shēnhòu.mp3]
诗人,poet,shīrén,audios/shīrén.mp3,[sound:shīrén.mp3]
湿,wet,shī,audios/shī.mp3,[sound:shī.mp3]
食堂,canteen,shítáng,audios/shítáng.mp3,[sound:shítáng.mp3]
使劲,Hard,shǐjìn,audios/shǐjìn.mp3,[sound:shǐjìn.mp3]
市区,Urban area,shìqū,audios/shìqū.mp3,[sound:shìqū.mp3]
是否,whether,shìfǒu,audios/shìfǒu.mp3,[sound:shìfǒu.mp3]
收回,Withdraw,shōuhuí,audios/shōuhuí.mp3,[sound:shōuhuí.mp3]
手里,In hand,shǒulǐ,audios/shǒulǐ.mp3,[sound:shǒulǐ.mp3]
守,Shou,shǒu,audios/shǒu.mp3,[sound:shǒu.mp3]
首,first,shǒu,audios/shǒu.mp3,[sound:shǒu.mp3]
暑假,summer vacation,shǔjià,audios/shǔjià.mp3,[sound:shǔjià.mp3]
树林,forest,shùlín,audios/shùlín.mp3,[sound:shùlín.mp3]
树叶,Leaves,shùyè,audios/shùyè.mp3,[sound:shùyè.mp3]
刷,brush,shuā,audios/shuā.mp3,[sound:shuā.mp3]
刷子,brush,shuāzǐ,audios/shuāzǐ.mp3,[sound:shuāzǐ.mp3]
帅哥,Handsome guy,shuàigē,audios/shuàigē.mp3,[sound:shuàigē.mp3]
率先,Take the lead,shuàixiān,audios/shuàixiān.mp3,[sound:shuàixiān.mp3]
睡着,sleep,shuìzháo,audios/shuìzháo.mp3,[sound:shuìzháo.mp3]
松,loose,sōng,audios/sōng.mp3,[sound:sōng.mp3]
松树,pine,sōngshù,audios/sōngshù.mp3,[sound:sōngshù.mp3]
塑料,plastic,sùliào,audios/sùliào.mp3,[sound:sùliào.mp3]
酸奶,Yogurt,suānnǎi,audios/suānnǎi.mp3,[sound:suānnǎi.mp3]
随手,Casually,suíshǒu,audios/suíshǒu.mp3,[sound:suíshǒu.mp3]
孙女,granddaughter,sūnnǚ,audios/sūnnǚ.mp3,[sound:sūnnǚ.mp3]
孙子,grandson,sūnzi,audios/sūnzi.mp3,[sound:sūnzi.mp3]
缩小,Zoom out,suōxiǎo,audios/suōxiǎo.mp3,[sound:suōxiǎo.mp3]
台上,On stage,táishàng,audios/táishàng.mp3,[sound:táishàng.mp3]
套餐,Set meal,tàocān,audios/tàocān.mp3,[sound:tàocān.mp3]
特价,Special offer,tèjià,audios/tèjià.mp3,[sound:tèjià.mp3]
体操,gymnastics,tǐcāo,audios/tǐcāo.mp3,[sound:tǐcāo.mp3]
体检,Physical examination,tǐjiǎn,audios/tǐjiǎn.mp3,[sound:tǐjiǎn.mp3]
体重,body weight,tǐzhòng,audios/tǐzhòng.mp3,[sound:tǐzhòng.mp3]
替,for,tì,audios/tì.mp3,[sound:tì.mp3]
替代,Substitute,tìdài,audios/tìdài.mp3,[sound:tìdài.mp3]
填,fill,tián,audios/tián.mp3,[sound:tián.mp3]
挑,pick,tiāo,audios/tiāo.mp3,[sound:tiāo.mp3]
挑选,Pick,tiāoxuǎn,audios/tiāoxuǎn.mp3,[sound:tiāoxuǎn.mp3]
挑,pick,tiāo,audios/tiāo.mp3,[sound:tiāo.mp3]
贴,paste,tiē,audios/tiē.mp3,[sound:tiē.mp3]
停下,Stop,tíngxià,audios/tíngxià.mp3,[sound:tíngxià.mp3]
通知书,Notice,tōngzhīshū,audios/tōngzhīshū.mp3,[sound:tōngzhīshū.mp3]
童年,childhood,tóngnián,audios/tóngnián.mp3,[sound:tóngnián.mp3]
投,cast,tóu,audios/tóu.mp3,[sound:tóu.mp3]
投入,Invest in,tóurù,audios/tóurù.mp3,[sound:tóurù.mp3]
投诉,Complaint,tóusù,audios/tóusù.mp3,[sound:tóusù.mp3]
透,through,tòu,audios/tòu.mp3,[sound:tòu.mp3]
途中,en route,túzhōng,audios/túzhōng.mp3,[sound:túzhōng.mp3]
外汇,Foreign exchange,wàihuì,audios/wàihuì.mp3,[sound:wàihuì.mp3]
外交官,diplomat,wàijiāoguān,audios/wàijiāoguān.mp3,[sound:wàijiāoguān.mp3]
外套,coat,wàitào,audios/wàitào.mp3,[sound:wàitào.mp3]
弯,bend,wān,audios/wān.mp3,[sound:wān.mp3]
晚点,late,wǎndiǎn,audios/wǎndiǎn.mp3,[sound:wǎndiǎn.mp3]
王,king,wáng,audios/wáng.mp3,[sound:wáng.mp3]
网络,The internet,wǎngluò,audios/wǎngluò.mp3,[sound:wǎngluò.mp3]
网址,URL,wǎngzhǐ,audios/wǎngzhǐ.mp3,[sound:wǎngzhǐ.mp3]
微信,Wechat,wēixìn,audios/wēixìn.mp3,[sound:wēixìn.mp3]
维护,maintain,wéihù,audios/wéihù.mp3,[sound:wéihù.mp3]
维修,service,wéixiū,audios/wéixiū.mp3,[sound:wéixiū.mp3]
位于,lie in,wèiyú,audios/wèiyú.mp3,[sound:wèiyú.mp3]
味儿,Taste,wèiér,audios/wèiér.mp3,[sound:wèiér.mp3]
稳,stable,wěn,audios/wěn.mp3,[sound:wěn.mp3]
无法,Unable to,wúfǎ,audios/wúfǎ.mp3,[sound:wúfǎ.mp3]
无所谓,It doesn&#39;t matter,wúsuǒwèi,audios/wúsuǒwèi.mp3,[sound:wúsuǒwèi.mp3]
无限,unlimited,wúxiàn,audios/wúxiàn.mp3,[sound:wúxiàn.mp3]
五颜六色,Colorful,wǔyánliùsè,audios/wǔyánliùsè.mp3,[sound:wǔyánliùsè.mp3]
吸,Suck,xī,audios/xī.mp3,[sound:xī.mp3]
吸管,straw,xīguǎn,audios/xīguǎn.mp3,[sound:xīguǎn.mp3]
吸烟,Smoking,xīyān,audios/xīyān.mp3,[sound:xīyān.mp3]
喜爱,favorite,xǐài,audios/xǐài.mp3,[sound:xǐài.mp3]
细,fine,xì,audios/xì.mp3,[sound:xì.mp3]
下个月,next month,xiàgèyuè,audios/xiàgèyuè.mp3,[sound:xiàgèyuè.mp3]
下降,decline,xiàjiàng,audios/xiàjiàng.mp3,[sound:xiàjiàng.mp3]
下楼,Go downstairs,xiàlóu,audios/xiàlóu.mp3,[sound:xiàlóu.mp3]
夏季,summer,xiàjì,audios/xiàjì.mp3,[sound:xiàjì.mp3]
鲜,fresh,xiān,audios/xiān.mp3,[sound:xiān.mp3]
鲜花,Fresh flowers,xiānhuā,audios/xiānhuā.mp3,[sound:xiānhuā.mp3]
限制,limit,xiànzhì,audios/xiànzhì.mp3,[sound:xiànzhì.mp3]
箱,box,xiāng,audios/xiāng.mp3,[sound:xiāng.mp3]
箱子,box,xiāngzi,audios/xiāngzi.mp3,[sound:xiāngzi.mp3]
项,item,xiàng,audios/xiàng.mp3,[sound:xiàng.mp3]
相片,photo,xiàngpiān,audios/xiàngpiān.mp3,[sound:xiàngpiān.mp3]
小吃,snack,xiǎochī,audios/xiǎochī.mp3,[sound:xiǎochī.mp3]
小伙子,Young man,xiǎohuǒzi,audios/xiǎohuǒzi.mp3,[sound:xiǎohuǒzi.mp3]
