hanzi,translation,pinyin,location,audio
第,First,dì,audios/dì.mp3,[sound:dì.mp3]
电,Electricity,diàn,audios/diàn.mp3,[sound:diàn.mp3]
电话,phone,diànhuà,audios/diànhuà.mp3,[sound:diànhuà.mp3]
电视机,TV set,diànshìjī,audios/diànshìjī.mp3,[sound:diànshìjī.mp3]
电影院,cinema,diànyǐngyuàn,audios/diànyǐngyuàn.mp3,[sound:diànyǐngyuàn.mp3]
东边,East side,dōngbiān,audios/dōngbiān.mp3,[sound:dōngbiān.mp3]
动,move,dòng,audios/dòng.mp3,[sound:dòng.mp3]
读书,reading,dúshū,audios/dúshū.mp3,[sound:dúshū.mp3]
饭,rice,fàn,audios/fàn.mp3,[sound:fàn.mp3]
饭店,restaurant,fàndiàn,audios/fàndiàn.mp3,[sound:fàndiàn.mp3]
房子,house,fángzi,audios/fángzi.mp3,[sound:fángzi.mp3]
放假,holiday,fàngjià,audios/fàngjià.mp3,[sound:fàngjià.mp3]
放学,After school,fàngxué,audios/fàngxué.mp3,[sound:fàngxué.mp3]
飞,fly,fēi,audios/fēi.mp3,[sound:fēi.mp3]
风,wind,fēng,audios/fēng.mp3,[sound:fēng.mp3]
干,dry,gàn,audios/gàn.mp3,[sound:gàn.mp3]
干,dry,gàn,audios/gàn.mp3,[sound:gàn.mp3]
干什么,What to do,gànshénme,audios/gànshénme.mp3,[sound:gànshénme.mp3]
歌,song,gē,audios/gē.mp3,[sound:gē.mp3]
关上,close,guānshàng,audios/guānshàng.mp3,[sound:guānshàng.mp3]
国,country,guó,audios/guó.mp3,[sound:guó.mp3]
国外,foreign,guówài,audios/guówài.mp3,[sound:guówài.mp3]
还有,and also,háiyǒu,audios/háiyǒu.mp3,[sound:háiyǒu.mp3]
汉字,Chinese character,hànzì,audios/hànzì.mp3,[sound:hànzì.mp3]
好看,good looking,hǎokàn,audios/hǎokàn.mp3,[sound:hǎokàn.mp3]
好听,Nice,hǎotīng,audios/hǎotīng.mp3,[sound:hǎotīng.mp3]
好玩儿,Fun,hǎowánér,audios/hǎowánér.mp3,[sound:hǎowánér.mp3]
号,number,hào,audios/hào.mp3,[sound:hào.mp3]
后,Rear,hòu,audios/hòu.mp3,[sound:hòu.mp3]
后边,behind,hòubiān,audios/hòubiān.mp3,[sound:hòubiān.mp3]
后天,acquired,hòutiān,audios/hòutiān.mp3,[sound:hòutiān.mp3]
话,words,huà,audios/huà.mp3,[sound:huà.mp3]
回答,Reply,huídá,audios/huídá.mp3,[sound:huídá.mp3]
回到,Back to,huídào,audios/huídào.mp3,[sound:huídào.mp3]
回家,Come back home,huíjiā,audios/huíjiā.mp3,[sound:huíjiā.mp3]
回来,come back,huílái,audios/huílái.mp3,[sound:huílái.mp3]
回去,go back,huíqù,audios/huíqù.mp3,[sound:huíqù.mp3]
火车,train,huǒchē,audios/huǒchē.mp3,[sound:huǒchē.mp3]
机票,Air tickets,jīpiào,audios/jīpiào.mp3,[sound:jīpiào.mp3]
几,a few,jǐ,audios/jǐ.mp3,[sound:jǐ.mp3]
记,Remember,jì,audios/jì.mp3,[sound:jì.mp3]
记住,remember,jìzhù,audios/jìzhù.mp3,[sound:jìzhù.mp3]
家里,Home,jiālǐ,audios/jiālǐ.mp3,[sound:jiālǐ.mp3]
家人,family,jiārén,audios/jiārén.mp3,[sound:jiārén.mp3]
间,between,jiān,audios/jiān.mp3,[sound:jiān.mp3]
见,see,jiàn,audios/jiàn.mp3,[sound:jiàn.mp3]
教学楼,Teaching building,jiàoxuélóu,audios/jiàoxuélóu.mp3,[sound:jiàoxuélóu.mp3]
今年,this year,jīnnián,audios/jīnnián.mp3,[sound:jīnnián.mp3]
进来,Come in,jìnlái,audios/jìnlái.mp3,[sound:jìnlái.mp3]
进去,Go in,jìnqù,audios/jìnqù.mp3,[sound:jìnqù.mp3]
开车,Drive,kāichē,audios/kāichē.mp3,[sound:kāichē.mp3]
开会,Have a meeting,kāihuì,audios/kāihuì.mp3,[sound:kāihuì.mp3]
看,Look,kàn,audios/kàn.mp3,[sound:kàn.mp3]
看病,see a doctor,kànbìng,audios/kànbìng.mp3,[sound:kànbìng.mp3]
看到,see,kàndào,audios/kàndào.mp3,[sound:kàndào.mp3]
考,test,kǎo,audios/kǎo.mp3,[sound:kǎo.mp3]
课本,textbook,kèběn,audios/kèběn.mp3,[sound:kèběn.mp3]
课文,text,kèwén,audios/kèwén.mp3,[sound:kèwén.mp3]
来到,come,láidào,audios/láidào.mp3,[sound:láidào.mp3]
老人,Old man,lǎorén,audios/lǎorén.mp3,[sound:lǎorén.mp3]
累,tired,lèi,audios/lèi.mp3,[sound:lèi.mp3]
里边,inside,lǐbiān,audios/lǐbiān.mp3,[sound:lǐbiān.mp3]
零,zero,líng,audios/líng.mp3,[sound:líng.mp3]
楼上,upstairs,lóushàng,audios/lóushàng.mp3,[sound:lóushàng.mp3]
楼下,downstairs,lóuxià,audios/lóuxià.mp3,[sound:lóuxià.mp3]
路口,intersection,lùkǒu,audios/lùkǒu.mp3,[sound:lùkǒu.mp3]
路上,On the road,lùshàng,audios/lùshàng.mp3,[sound:lùshàng.mp3]
马路,road,mǎlù,audios/mǎlù.mp3,[sound:mǎlù.mp3]
马上,immediately,mǎshàng,audios/mǎshàng.mp3,[sound:mǎshàng.mp3]
毛,hair,máo,audios/máo.mp3,[sound:máo.mp3]
没,No,méi,audios/méi.mp3,[sound:méi.mp3]
没什么,It&#39;s nothing,méishénme,audios/méishénme.mp3,[sound:méishénme.mp3]
没事儿,It&#39;s okay,méishìér,audios/méishìér.mp3,[sound:méishìér.mp3]
没有,No,méiyǒu,audios/méiyǒu.mp3,[sound:méiyǒu.mp3]
门口,Doorway,ménkǒu,audios/ménkǒu.mp3,[sound:ménkǒu.mp3]
门票,Tickets,ménpiào,audios/ménpiào.mp3,[sound:ménpiào.mp3]
们,They,men,audios/men.mp3,[sound:men.mp3]
面条儿,Noodles,miàntiáoér,audios/miàntiáoér.mp3,[sound:miàntiáoér.mp3]
明年,next year,míngnián,audios/míngnián.mp3,[sound:míngnián.mp3]
哪里,where,nǎlǐ,audios/nǎlǐ.mp3,[sound:nǎlǐ.mp3]
哪些,Which,něixiē,audios/něixiē.mp3,[sound:něixiē.mp3]
那边,there,nàbiān,audios/nàbiān.mp3,[sound:nàbiān.mp3]
那里,There,nàlǐ,audios/nàlǐ.mp3,[sound:nàlǐ.mp3]
那儿,there,nàér,audios/nàér.mp3,[sound:nàér.mp3]
那些,Those ones,nèixiē,audios/nèixiē.mp3,[sound:nèixiē.mp3]
奶,milk,nǎi,audios/nǎi.mp3,[sound:nǎi.mp3]
男,male,nán,audios/nán.mp3,[sound:nán.mp3]
男孩儿,boy,nánháier,audios/nánháier.mp3,[sound:nánháier.mp3]
男朋友,boyfriend,nánpéngyǒu,audios/nánpéngyǒu.mp3,[sound:nánpéngyǒu.mp3]
男人,the man,nánrén,audios/nánrén.mp3,[sound:nánrén.mp3]
男生,Boys,nánshēng,audios/nánshēng.mp3,[sound:nánshēng.mp3]
南边,South side,nánbiān,audios/nánbiān.mp3,[sound:nánbiān.mp3]
你们,you guys,nǐmen,audios/nǐmen.mp3,[sound:nǐmen.mp3]
女,Female,nǚ,audios/nǚ.mp3,[sound:nǚ.mp3]
女孩儿,Girl,nǚháiér,audios/nǚháiér.mp3,[sound:nǚháiér.mp3]
女朋友,girlfriend,nǚpéngyǒu,audios/nǚpéngyǒu.mp3,[sound:nǚpéngyǒu.mp3]
女人,woman,nǚrén,audios/nǚrén.mp3,[sound:nǚrén.mp3]
女生,Schoolgirl,nǚshēng,audios/nǚshēng.mp3,[sound:nǚshēng.mp3]
跑,run,pǎo,audios/pǎo.mp3,[sound:pǎo.mp3]
起,From,qǐ,audios/qǐ.mp3,[sound:qǐ.mp3]
起来,stand up,qǐlái,audios/qǐlái.mp3,[sound:qǐlái.mp3]
汽车,car,qìchē,audios/qìchē.mp3,[sound:qìchē.mp3]
前,before,qián,audios/qián.mp3,[sound:qián.mp3]
前边,Front,qiánbiān,audios/qiánbiān.mp3,[sound:qiánbiān.mp3]
前天,The day before yesterday,qiántiān,audios/qiántiān.mp3,[sound:qiántiān.mp3]
钱包,wallet,qiánbāo,audios/qiánbāo.mp3,[sound:qiánbāo.mp3]
请假,Ask for leave,qǐngjià,audios/qǐngjià.mp3,[sound:qǐngjià.mp3]
请进,Please come in,qǐngjìn,audios/qǐngjìn.mp3,[sound:qǐngjìn.mp3]
请问,Excuse me,qǐngwèn,audios/qǐngwèn.mp3,[sound:qǐngwèn.mp3]
请坐,Please sit down,qǐngzuò,audios/qǐngzuò.mp3,[sound:qǐngzuò.mp3]
球,ball,qiú,audios/qiú.mp3,[sound:qiú.mp3]
日,day,rì,audios/rì.mp3,[sound:rì.mp3]
肉,meat,ròu,audios/ròu.mp3,[sound:ròu.mp3]
山,mountain,shān,audios/shān.mp3,[sound:shān.mp3]
商场,the mall,shāngchǎng,audios/shāngchǎng.mp3,[sound:shāngchǎng.mp3]
上,on,shàng,audios/shàng.mp3,[sound:shàng.mp3]
上边,Above,shàngbiān,audios/shàngbiān.mp3,[sound:shàngbiān.mp3]
上车,boarding,shàngchē,audios/shàngchē.mp3,[sound:shàngchē.mp3]
上次,Last time,shàngcì,audios/shàngcì.mp3,[sound:shàngcì.mp3]
上课,Go to class,shàngkè,audios/shàngkè.mp3,[sound:shàngkè.mp3]
上学,go to school,shàngxué,audios/shàngxué.mp3,[sound:shàngxué.mp3]
身上,Body,shēnshàng,audios/shēnshàng.mp3,[sound:shēnshàng.mp3]
事,thing,shì,audios/shì.mp3,[sound:shì.mp3]
试,test,shì,audios/shì.mp3,[sound:shì.mp3]
是不是,is not it,shìbúshì,audios/shìbúshì.mp3,[sound:shìbúshì.mp3]
手,hand,shǒu,audios/shǒu.mp3,[sound:shǒu.mp3]
书包,school bag,shūbāo,audios/shūbāo.mp3,[sound:shūbāo.mp3]
书店,bookstore,shūdiàn,audios/shūdiàn.mp3,[sound:shūdiàn.mp3]
水果,fruit,shuǐguǒ,audios/shuǐguǒ.mp3,[sound:shuǐguǒ.mp3]
睡,sleep,shuì,audios/shuì.mp3,[sound:shuì.mp3]
说,Say,shuō,audios/shuō.mp3,[sound:shuō.mp3]
说话,speak,shuōhuà,audios/shuōhuà.mp3,[sound:shuōhuà.mp3]
他们,they,tāmen,audios/tāmen.mp3,[sound:tāmen.mp3]
她们,they,tāmen,audios/tāmen.mp3,[sound:tāmen.mp3]
天,day,tiān,audios/tiān.mp3,[sound:tiān.mp3]
听到,Hear,tīngdào,audios/tīngdào.mp3,[sound:tīngdào.mp3]
听见,hear,tīngjiàn,audios/tīngjiàn.mp3,[sound:tīngjiàn.mp3]
听写,dictation,tīngxiě,audios/tīngxiě.mp3,[sound:tīngxiě.mp3]
外边,outside,wàibiān,audios/wàibiān.mp3,[sound:wàibiān.mp3]
外国,Foreign country,wàiguó,audios/wàiguó.mp3,[sound:wàiguó.mp3]
外语,foreign language,wàiyǔ,audios/wàiyǔ.mp3,[sound:wàiyǔ.mp3]
玩儿,play,wánér,audios/wánér.mp3,[sound:wánér.mp3]
晚,late,wǎn,audios/wǎn.mp3,[sound:wǎn.mp3]
晚饭,dinner,wǎnfàn,audios/wǎnfàn.mp3,[sound:wǎnfàn.mp3]
网上,Online,wǎngshàng,audios/wǎngshàng.mp3,[sound:wǎngshàng.mp3]
网友,Netizen,wǎngyǒu,audios/wǎngyǒu.mp3,[sound:wǎngyǒu.mp3]
忘,forget,wàng,audios/wàng.mp3,[sound:wàng.mp3]
午饭,lunch,wǔfàn,audios/wǔfàn.mp3,[sound:wǔfàn.mp3]
西边,West side,xībiān,audios/xībiān.mp3,[sound:xībiān.mp3]
下班,Off work,xiàbān,audios/xiàbān.mp3,[sound:xiàbān.mp3]
下边,below,xiàbiān,audios/xiàbiān.mp3,[sound:xiàbiān.mp3]
下车,get off,xiàchē,audios/xiàchē.mp3,[sound:xiàchē.mp3]
下次,Next time,xiàcì,audios/xiàcì.mp3,[sound:xiàcì.mp3]
下课,End of get out of class,xiàkè,audios/xiàkè.mp3,[sound:xiàkè.mp3]
小孩儿,child,xiǎoháiér,audios/xiǎoháiér.mp3,[sound:xiǎoháiér.mp3]
小朋友,Kids,xiǎopéngyǒu,audios/xiǎopéngyǒu.mp3,[sound:xiǎopéngyǒu.mp3]
小学,primary school,xiǎoxué,audios/xiǎoxué.mp3,[sound:xiǎoxué.mp3]
小学生,Elementary school student,xiǎoxuéshēng,audios/xiǎoxuéshēng.mp3,[sound:xiǎoxuéshēng.mp3]
新年,new Year,xīnnián,audios/xīnnián.mp3,[sound:xīnnián.mp3]
星期日,on Sunday,xīngqīrì,audios/xīngqīrì.mp3,[sound:xīngqīrì.mp3]
星期天,Sunday,xīngqītiān,audios/xīngqītiān.mp3,[sound:xīngqītiān.mp3]
学,learn,xué,audios/xué.mp3,[sound:xué.mp3]
学院,Academy,xuéyuàn,audios/xuéyuàn.mp3,[sound:xuéyuàn.mp3]
要,want,yào,audios/yào.mp3,[sound:yào.mp3]
一半,half,yíbàn,audios/yíbàn.mp3,[sound:yíbàn.mp3]
一块儿,Together,yīkuàiér,audios/yīkuàiér.mp3,[sound:yīkuàiér.mp3]
一下儿,a while,yīxiàér,audios/yīxiàér.mp3,[sound:yīxiàér.mp3]
一点儿,a little,yìdiǎnér,audios/yìdiǎnér.mp3,[sound:yìdiǎnér.mp3]
一些,some,yīxiē,audios/yīxiē.mp3,[sound:yīxiē.mp3]
有的,some,yǒude,audios/yǒude.mp3,[sound:yǒude.mp3]
有时候,sometimes,yǒushíhòu,audios/yǒushíhòu.mp3,[sound:yǒushíhòu.mp3]
有用,it works,yǒuyòng,audios/yǒuyòng.mp3,[sound:yǒuyòng.mp3]
右,right,yòu,audios/yòu.mp3,[sound:yòu.mp3]
雨,rain,yǔ,audios/yǔ.mp3,[sound:yǔ.mp3]
元,yuan,yuán,audios/yuán.mp3,[sound:yuán.mp3]
在家,At home,zàijiā,audios/zàijiā.mp3,[sound:zàijiā.mp3]
早,early,zǎo,audios/zǎo.mp3,[sound:zǎo.mp3]
早饭,breakfast,zǎofàn,audios/zǎofàn.mp3,[sound:zǎofàn.mp3]
找到,turn up,zhǎodào,audios/zhǎodào.mp3,[sound:zhǎodào.mp3]
这边,Here,zhèbiān,audios/zhèbiān.mp3,[sound:zhèbiān.mp3]
这里,Here,zhèlǐ,audios/zhèlǐ.mp3,[sound:zhèlǐ.mp3]
这儿,here,zhèér,audios/zhèér.mp3,[sound:zhèér.mp3]
这些,These ones,zhèxiē,audios/zhèxiē.mp3,[sound:zhèxiē.mp3]
真的,Really,zhēnde,audios/zhēnde.mp3,[sound:zhēnde.mp3]
知道,know,zhīdào,audios/zhīdào.mp3,[sound:zhīdào.mp3]
中,in,zhōng,audios/zhōng.mp3,[sound:zhōng.mp3]
中文,Chinese,zhōngwén,audios/zhōngwén.mp3,[sound:zhōngwén.mp3]
中学,Middle school,zhōngxué,audios/zhōngxué.mp3,[sound:zhōngxué.mp3]
中学生,middle School student,zhōngxuéshēng,audios/zhōngxuéshēng.mp3,[sound:zhōngxuéshēng.mp3]
重,weight,zhòng,audios/zhòng.mp3,[sound:zhòng.mp3]
子,child,zi,audios/zi.mp3,[sound:zi.mp3]
走路,walk,zǒulù,audios/zǒulù.mp3,[sound:zǒulù.mp3]
最后,At last,zuìhòu,audios/zuìhòu.mp3,[sound:zuìhòu.mp3]
左,left,zuǒ,audios/zuǒ.mp3,[sound:zuǒ.mp3]
坐下,sit down,zuòxià,audios/zuòxià.mp3,[sound:zuòxià.mp3]
